,Unnamed: 0_x,English,Chinese_Google,Dict_Acc_Google,Terms_Google,Correct_Terms_Google,Unnamed: 0_y,Chinese_M2M,Dict_Acc_M2M,Terms_M2M,Correct_Terms_M2M,Human Eval Google,Human Eval M2M
2728,2686,there were no significant differences in rates of amputation or fracture .,截肢率或骨折率没有显着差异。,0.5,"['fracture', 'amputation', 'no', 'in']","['fracture', 'amputation']",2686,['没有显著的破裂率或破裂率差异。'],0.25,"['fracture', 'amputation', 'no', 'in']",['fracture'],,
2729,2687,we designed the CREDENCE ( Canagliflozin and Renal Events in Diabetes with Established Nephropathy Clinical Evaluation ) trial to assess the effects of the SGLT2 inhibitor canagliflozin on renal outcomes in patients with type 2 diabetes and albuminuric chronic kidney disease .,我们设计了 CREDENCE（Canagliflozin 和糖尿病肾病临床评估中的肾脏事件）试验，以评估 SGLT2 抑制剂 canagliflozin 对 2 型糖尿病和白蛋白尿慢性肾病患者肾脏结局的影响。,0.5882352941176471,"['inhibitor', 'diabetes', 'type', 'kidney', 'disease', '2', 'evaluation', 'chronic', 'renal', 'nephropathy', 'clinical', 'trial', 'assess', 'with', 'canagliflozin', 'and', 'we']","['inhibitor', 'diabetes', 'type', 'kidney', 'disease', '2', 'chronic', 'nephropathy', 'clinical', 'assess']",2687,"['我们设计了信任(Canagliflozin and Renal Events in Diabetes with Established Nephropathy Clinical Evaluation)试验,以评估SGLT2抑制剂Canagliflozin对患有2型糖尿病和阿尔博明鲁慢性肾疾病的患者的肾结果的影响。']",0.4705882352941176,"['inhibitor', 'diabetes', 'type', 'kidney', 'disease', '2', 'evaluation', 'chronic', 'renal', 'nephropathy', 'clinical', 'trial', 'assess', 'with', 'canagliflozin', 'and', 'we']","['inhibitor', 'diabetes', 'type', 'kidney', 'disease', '2', 'chronic', 'assess']",,
2730,2688,the protocol ( available with the full text of this article at NEJM.org ) was reviewed by relevant regulatory authorities and ethics committees responsible for each trial site .,该方案（与本文全文可在 NEJM.org 上获取）由负责每个试验中心的相关监管机构和伦理委员会审查。,0.1333333333333333,"['site', 'protocol', 'article', 'ethics', 'available', 'trial', 'text', 'committees', 'with', 'at', 'full', 'this', 'each', 'by', 'and']","['committees', 'by']",2688,['该议定书(可在NEJM.org上提供本文的完整文本)由有关监管机构和负责每个审判网站的伦理委员会审查。'],0.3333333333333333,"['site', 'protocol', 'article', 'ethics', 'available', 'trial', 'text', 'committees', 'with', 'at', 'full', 'this', 'each', 'by', 'and']","['protocol', 'trial', 'committees', 'full', 'by']",,
2731,2689,technical editorial assistance provided by MedErgy was funded by the sponsor .,MedErgy 提供的技术编辑协助由申办方资助。,0.25,"['sponsor', 'technical', 'assistance', 'by']",['by'],2689,['由MedErgy提供的技术编辑援助由赞助商资助。'],0.5,"['sponsor', 'technical', 'assistance', 'by']","['assistance', 'by']",,
2732,2690,"members of the steering committee designed the trial , supervised its conduct , and were responsible for reporting the results .",指导委员会成员设计了试验，监督其实施，并负责报告结果。,0.1666666666666666,"['members', 'steering', 'committee', 'trial', 'conduct', 'and']",['committee'],2690,"['管理委员会的成员设计了审判,监督了审判的行为,负责报告结果。']",0.3333333333333333,"['members', 'steering', 'committee', 'trial', 'conduct', 'and']","['committee', 'trial']",,
2733,2691,analyses were performed by the sponsor and independently confirmed at George Clinical with the use of original data .,分析由申办方进行，并由 George Clinical 使用原始数据独立确认。,0.25,"['data', 'sponsor', 'clinical', 'original', 'original data', 'with', 'by', 'and']","['data', 'by']",2691,"['分析由赞助商进行,并在乔治诊所独立确认,使用原始数据。']",0.25,"['data', 'sponsor', 'clinical', 'original', 'original data', 'with', 'by', 'and']","['data', 'by']",,
2734,2692,"the first and last authors drafted the first version of the manuscript , and all the authors contributed to revisions .",第一作者和最后作者起草了手稿的第一版，所有作者都参与了修订。,0.3333333333333333,"['version', 'manuscript', 'all', 'to', 'and', 'first']","['manuscript', 'first']",2692,"['第一位和最后一位作家编写了手稿的第一版,所有作家都参与了审查。']",0.3333333333333333,"['version', 'manuscript', 'all', 'to', 'and', 'first']","['manuscript', 'first']",,
2735,2693,"the decision to submit the manuscript for publication was made jointly by all the authors , who vouch for the completeness and accuracy of the data and for the fidelity of the trial to the protocol .",投稿发表的决定由所有作者共同做出，他们保证数据的完整性和准确性以及试验对方案的忠实度。,0.4615384615384615,"['fidelity', 'data', 'who', 'accuracy', 'protocol', 'publication', 'manuscript', 'trial', 'decision', 'completeness', 'all', 'by', 'and']","['data', 'accuracy', 'publication', 'decision', 'completeness', 'by']",2693,"['将手稿提交出版的决定是由所有作者共同作出的,他们为数据的完整性和准确性以及审判对议定书的忠诚度保证。']",0.6923076923076923,"['fidelity', 'data', 'who', 'accuracy', 'protocol', 'publication', 'manuscript', 'trial', 'decision', 'completeness', 'all', 'by', 'and']","['data', 'accuracy', 'protocol', 'publication', 'manuscript', 'trial', 'decision', 'completeness', 'by']",,
2736,2694,"patients were eligible if they were at least 30 years of age and had type 2 diabetes , with a glycated hemoglobin level of 6.5 to 12.0 % ( 6.5 to 10.5 % in Germany , according to a country amendment ) .",符合条件的患者年龄至少为 30 岁，患有 2 型糖尿病，糖化血红蛋白水平为 6.5% 至 12.0%（根据国家修正案，德国为 6.5% 至 10.5%）。,0.5,"['diabetes', 'type', '2', 'hemoglobin', 'country', 'hemoglobin level', 'age', 'with', 'at', 'if', 'to', 'and', 'eligible', 'amendment']","['diabetes', 'type', '2', 'hemoglobin', 'country', 'age', 'amendment']",2694,"['如果他们至少30岁,并且患有2型糖尿病,血糖水平为6,5至12.0%(根据国家修正案,德国6,5至10,5%)。']",0.3571428571428571,"['diabetes', 'type', '2', 'hemoglobin', 'country', 'hemoglobin level', 'age', 'with', 'at', 'if', 'to', 'and', 'eligible', 'amendment']","['diabetes', 'type', '2', 'country', 'amendment']",,
2737,2695,"patients who had suspected nondiabetic kidney disease or type 1 diabetes , had been treated with immunosuppression for kidney disease , or had a history of dialysis or kidney transplantation were excluded .",疑似非糖尿病肾病或 1 型糖尿病、接受过肾病免疫抑制治疗或有透析或肾移植病史的患者被排除在外。,0.6666666666666666,"['immunosuppression', 'dialysis', 'diabetes', 'type', 'transplantation', 'kidney', 'disease', 'who', '1', 'history', 'with', 'nondiabetic']","['immunosuppression', 'dialysis', 'diabetes', 'type', 'transplantation', 'kidney', 'disease', '1']",2695,"['患有非糖尿病或1型糖尿病的患者,被免疫抑制为肾病,或有糖尿病或肾移植的历史被排除。']",0.6666666666666666,"['immunosuppression', 'dialysis', 'diabetes', 'type', 'transplantation', 'kidney', 'disease', 'who', '1', 'history', 'with', 'nondiabetic']","['immunosuppression', 'diabetes', 'type', 'transplantation', 'kidney', 'disease', '1', 'history']",,
2738,2696,"full inclusion and exclusion criteria are described in the Supplementary Appendix , available at NEJM.org .",补充附录中描述了完整的纳入和排除标准，补充附录可在 NEJM.org 获取。,0.125,"['appendix', 'inclusion', 'supplementary', 'exclusion', 'available', 'at', 'full', 'and']",['full'],2696,"['完整的包含和排除标准在附加附件中描述,可在NEJM.org上找到。']",0.375,"['appendix', 'inclusion', 'supplementary', 'exclusion', 'available', 'at', 'full', 'and']","['appendix', 'inclusion', 'full']",,
2739,2697,"the administration of canagliflozin or placebo was to be continued until trial completion , initiation of dialysis , kidney transplantation , occurrence of diabetic ketoacidosis , pregnancy , or receipt of a disallowed therapy .",canagliflozin 或安慰剂的给药将持续到试验完成、开始透析、肾移植、发生糖尿病酮症酸中毒、怀孕或接受不允许的治疗。,0.6,"['pregnancy', 'dialysis', 'transplantation', 'placebo', 'kidney', 'initiation', 'administration', 'occurrence', 'therapy', 'be', 'diabetic', 'trial', 'completion', 'canagliflozin', 'to']","['pregnancy', 'dialysis', 'transplantation', 'placebo', 'kidney', 'initiation', 'occurrence', 'therapy', 'completion']",2697,"['使用Canagliflozin或Placebo应继续,直到试验完成、启动腹泻、肾移植、糖尿病<<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化<unk>化。']",0.2666666666666666,"['pregnancy', 'dialysis', 'transplantation', 'placebo', 'kidney', 'initiation', 'administration', 'occurrence', 'therapy', 'be', 'diabetic', 'trial', 'completion', 'canagliflozin', 'to']","['transplantation', 'kidney', 'initiation', 'completion']",,
2740,2698,additional testing of blood at either the central or local laboratory and safety assessments were permitted at any time at the discretion of the investigators .,研究人员可随时酌情允许在中央或地方实验室进行额外的血液检测和安全性评估。,0.5555555555555556,"['safety', 'blood', 'time', 'local', 'central', 'additional', 'laboratory', 'testing', 'and']","['safety', 'blood', 'time', 'additional', 'laboratory']",2698,"['在中央或地方实验室的额外血液测试和安全评估,随时随地根据调查人员的判断被允许。']",0.4444444444444444,"['safety', 'blood', 'time', 'local', 'central', 'additional', 'laboratory', 'testing', 'and']","['safety', 'blood', 'time', 'laboratory']",,
2741,2699,the use of other background therapy for glycemic management and control of cardiovascular risk factors was recommended in accordance with local guidelines .,根据当地指南，建议使用其他背景疗法来管理血糖和控制心血管危险因素。,0.7,"['background', 'control', 'cardiovascular', 'local', 'therapy', 'risk', 'management', 'with', 'in', 'and']","['background', 'control', 'cardiovascular', 'therapy', 'risk', 'management', 'in']",2699,"['使用其他背景治疗用于心血管风险因素的血糖管理和控制,根据当地指南,建议。']",0.7,"['background', 'control', 'cardiovascular', 'local', 'therapy', 'risk', 'management', 'with', 'in', 'and']","['background', 'control', 'cardiovascular', 'therapy', 'risk', 'management', 'in']",,
2742,2700,"during the trial , an increased risk of lower limb amputation was identified in another trial of canagliflozin.5",在试验期间，另一项卡格列净试验发现下肢截肢风险增加。 5,0.6666666666666666,"['limb', 'amputation', 'lower limb', 'risk', 'trial', 'in']","['limb', 'amputation', 'lower limb', 'risk']",2700,"['在试验期间,在另一个试验中发现了较低肢体解剖的风险增加。']",0.3333333333333333,"['limb', 'amputation', 'lower limb', 'risk', 'trial', 'in']","['limb', 'risk']",,
2743,2701,all other efficacy outcomes were exploratory .,所有其他疗效结果都是探索性的。,0.0,"['exploratory', 'efficacy', 'all']",[],2701,['所有其他有效性结果都是探索性的。'],0.3333333333333333,"['exploratory', 'efficacy', 'all']",['efficacy'],,
2744,2702,safety evaluations included laboratory testing and assessments of adverse events .,安全评估包括实验室测试和不良事件评估。,0.4,"['safety', 'adverse', 'laboratory', 'testing', 'and']","['safety', 'laboratory']",2702,['安全评估包括实验室测试和不良事件评估。'],0.4,"['safety', 'adverse', 'laboratory', 'testing', 'and']","['safety', 'laboratory']",,
2745,2703,a single interim analysis was to be conducted by an independent data monitoring committee after the primary outcome had occurred in 405 patients .,在 405 名患者发生主要结果后，独立数据监测委员会将进行一次中期分析。,0.5833333333333334,"['monitoring', 'a', 'data', 'analysis', 'outcome', 'be', 'primary', 'committee', 'after', 'independent', 'single', 'by']","['monitoring', 'data', 'analysis', 'outcome', 'be', 'committee', 'after']",2703,"['一个单一的临时分析由一个独立的数据监测委员会进行后,初始结果发生在405名患者。']",0.8333333333333334,"['monitoring', 'a', 'data', 'analysis', 'outcome', 'be', 'primary', 'committee', 'after', 'independent', 'single', 'by']","['monitoring', 'data', 'analysis', 'outcome', 'be', 'committee', 'after', 'independent', 'single', 'by']",,
2746,2704,all available measurements were used with no distinction made for missing outcomes for patients who were alive and outcomes that were not observed because of death .,使用了所有可用的测量值，但未区分存活患者的缺失结果和因死亡而未观察到的结果。,0.4,"['who', 'death', 'available', 'no', 'distinction', 'with', 'all', 'that', 'and', 'missing']","['death', 'available', 'and', 'missing']",2704,"['所有可用的测量都被使用,没有任何区别,为活着的患者缺乏结果,以及由于死亡而未被观察到的结果。']",0.4,"['who', 'death', 'available', 'no', 'distinction', 'with', 'all', 'that', 'and', 'missing']","['death', 'available', 'and', 'missing']",,
2747,2705,"slope analyses regarding the estimated GFR for the acute phase ( baseline to week 3 ) , chronic phase ( week 3 to end of treatment ) , and total slope through week 130 are described in the Supplementary Appendix .",关于急性期（基线至第 3 周）、慢性期（第 3 周至治疗结束）的估计 GFR 的斜率分析，以及至第 130 周的总斜率在补充附录中进行了描述。,0.5714285714285714,"['appendix', 'phase', 'baseline', 'supplementary', 'total', 'regarding', 'slope', 'treatment', 'chronic', 'week', 'acute', '3', 'GFR', 'and']","['phase', 'baseline', 'regarding', 'slope', 'treatment', 'chronic', 'week', 'acute']",2705,"['关于急性阶段(基线至3周),慢性阶段(3周至治疗结束)和周130周的总急性分析,在补充附件中描述。']",0.5,"['appendix', 'phase', 'baseline', 'supplementary', 'total', 'regarding', 'slope', 'treatment', 'chronic', 'week', 'acute', '3', 'GFR', 'and']","['appendix', 'phase', 'baseline', 'regarding', 'treatment', 'chronic', 'week']",,
2748,2706,"the baseline characteristics of the patients were similar in the two groups ( Table 1 , and Tables S1 and S2 in the Supplementary Appendix ) .10",两组患者的基线特征相似（表 1 以及补充附录中的表 S1 和 S2）。10,0.4545454545454545,"['appendix', 'table', 'baseline', '1', 'supplementary', 'characteristics', 'S1', 'S2', 'and', 'two', 'similar']","['table', 'baseline', '1', 'characteristics', 'two']",2706,['患者的基本特征在两组中是相似的(表1和附件中的表S1和S2)。'],0.5454545454545454,"['appendix', 'table', 'baseline', '1', 'supplementary', 'characteristics', 'S1', 'S2', 'and', 'two', 'similar']","['appendix', 'table', '1', 'characteristics', 'two', 'similar']",,
2749,2707,"the mean age was 63 years , and 33.9 % of the patients were women .",平均年龄为 63 岁，33.9% 的患者为女性。,0.6666666666666666,"['mean', 'age', 'and']","['mean', 'age']",2707,"['平均年龄为63岁,其中33.9%的患者是女性。']",0.6666666666666666,"['mean', 'age', 'and']","['mean', 'age']",,
2750,2708,the requisite number of primary outcome events to trigger the interim analysis were accrued by July 2018 .,到 2018 年 7 月，已收集到触发中期分析所需的主要结果事件数量。,0.5,"['trigger', 'analysis', 'outcome', 'primary', 'number', 'requisite', 'by', 'to']","['trigger', 'analysis', 'outcome', 'number']",2708,"['在2018年7月之前,需要的初始结果事件数量增加,以启发临时分析。']",0.625,"['trigger', 'analysis', 'outcome', 'primary', 'number', 'requisite', 'by', 'to']","['analysis', 'outcome', 'number', 'requisite', 'by']",,
2751,2709,the data monitoring committee advised the steering committee members that the prespecified efficacy criteria for early cessation had been achieved and recommended that the trial be stopped .,数据监测委员会告知指导委员会成员，预先设定的提前停止疗效标准已经达到，并建议停止试验。,0.2727272727272727,"['monitoring', 'members', 'data', 'steering', 'early', 'committee', 'trial', 'efficacy', 'achieved', 'that', 'and']","['monitoring', 'data', 'committee']",2709,"['数据监测委员会向管理委员会成员表示,预先确定的早期终止有效性标准已实现,并建议审判停止。']",0.5454545454545454,"['monitoring', 'members', 'data', 'steering', 'early', 'committee', 'trial', 'efficacy', 'achieved', 'that', 'and']","['monitoring', 'data', 'early', 'committee', 'trial', 'efficacy']",,
2752,2710,"the trial leadership accepted this recommendation , the patients were recalled for final visits , and the trial was concluded .",试验领导层接受了这一建议，患者被召回进行最后一次就诊，试验结束。,0.2,"['trial', 'accepted', 'leadership', 'this', 'and']",['leadership'],2710,"['试验领导人接受了这项建议,患者被召回最终访问,试验结束。']",0.2,"['trial', 'accepted', 'leadership', 'this', 'and']",['leadership'],,
2753,2711,effect ON THE PRIMARY OUTCOME AND RENAL COMPONENTS,对主要结果和肾脏成分的影响,0.0,['effect'],[],2711,['对初级外科和肾组件的影响'],0.0,['effect'],[],,
2754,2712,"nearly identical results were shown in sensitivity analyses that included imputation of missing data ( hazard ratio , 0.69 ; 95 % CI , 0.59 to 0.82 ) or that were adjusted for competing risks ( hazard ratio , 0.70 ; 95 % CI , 0.59 to 0.82 ) .",敏感性分析显示几乎相同的结果，包括缺失数据的填补（风险比，0.69；95% CI，0.59 至 0.82）或针对竞争风险进行调整（风险比，0.70；95% CI，0.59 至 0.82）。,0.5,"['data', 'ratio', 'hazard ratio', 'identical', 'sensitivity', 'CI', 'that', 'in', 'to', 'missing']","['data', 'ratio', 'hazard ratio', 'identical', 'missing']",2712,"['报告相同的结果在敏感性分析中显示,其中包括缺乏数据(风险比例,0.69;95% CI,0.59至0.82),或对竞争风险进行调整(风险比例,0.70;95% CI,0.59至0.82)。']",0.5,"['data', 'ratio', 'hazard ratio', 'identical', 'sensitivity', 'CI', 'that', 'in', 'to', 'missing']","['data', 'ratio', 'hazard ratio', 'identical', 'missing']",,
2755,2713,"the hazard ratio for death from any cause was 0.83 ( 95 % CI , 0.68 to 1.02 ) ( Table 2 and Figure 1F ) ; for the composite of cardiovascular death , myocardial infarction , stroke , or hospitalization for heart failure or unstable angina , the hazard ratio was 0.74 ( 95 % CI , 0.63 to 0.86 ) ( Table 2 ) .",全因死亡的风险比为 0.83（95% CI，0.68 至 1.02）（表 2 和图 1F）；对于心血管死亡、心肌梗死、卒中或因心力衰竭或不稳定型心绞痛住院的复合事件，风险比为 0.74（95% CI，0.63 至 0.86）（表 2）。,0.75,"['heart', 'myocardial infarction', 'composite', 'cardiovascular', 'stroke', 'failure', 'table', '2', 'ratio', 'hazard ratio', 'death', 'figure', 'angina', 'hospitalization', 'heart failure', 'cause', 'unstable', 'CI', 'to', 'and']","['heart', 'myocardial infarction', 'cardiovascular', 'stroke', 'failure', 'table', '2', 'ratio', 'hazard ratio', 'death', 'angina', 'hospitalization', 'heart failure', 'unstable', 'to']",2713,"['因任何原因死亡的风险比例为 0.83 (95% CI, 0.68 至 1.02 ) ( 图 2 和 图 1F ) ; 因心血管死亡, 心脏病发作, 发作, 或 心脏病发作或 不稳定的腹泻, 风险比例为 0.74 ( 95% CI, 0.63 至 0.86 ) ( 图 2 ) 。']",0.45,"['heart', 'myocardial infarction', 'composite', 'cardiovascular', 'stroke', 'failure', 'table', '2', 'ratio', 'hazard ratio', 'death', 'figure', 'angina', 'hospitalization', 'heart failure', 'cause', 'unstable', 'CI', 'to', 'and']","['heart', 'cardiovascular', 'stroke', '2', 'ratio', 'hazard ratio', 'death', 'cause', 'unstable']",,
2756,2714,effects ON SAFETY OUTCOMES,对安全结果的影响,,[],[],2714,['对安全商店的影响'],,[],[],,
2757,2715,"rates of adverse events and serious adverse events were similar overall in the canagliflozin group and the placebo group ( Table 2 , and Tables S4 and S5 in the Supplementary Appendix ) .",总体而言，卡格列净组和安慰剂组的不良事件和严重不良事件发生率相似（表 2 以及补充附录表 S4 和表 S5）。,0.5,"['group', 'placebo', 'appendix', 'table', '2', 'supplementary', 'adverse', 'canagliflozin', 'S4', 'serious', 'and', 'similar']","['group', 'placebo', 'table', '2', 'canagliflozin', 'and']",2715,['副作用和严重副作用的率在Cannagliflozin群体和Placebo群体中总体上是相似的(图2和附件中的S4和S5表)。'],0.4166666666666667,"['group', 'placebo', 'appendix', 'table', '2', 'supplementary', 'adverse', 'canagliflozin', 'S4', 'serious', 'and', 'similar']","['group', 'appendix', 'table', '2', 'similar']",,
2758,2716,"rates of fracture were also similar in the two groups ( hazard ratio , 0.98 ; 95 % CI , 0.70 to 1.37 ) .",两组的骨折率也相似（风险比，0.98；95% CI，0.70 至 1.37）。,0.5,"['fracture', 'ratio', 'hazard ratio', 'CI', 'in', 'to', 'two', 'similar']","['fracture', 'ratio', 'hazard ratio', 'two']",2716,"['在两组中,分裂率也相似(危险比例,0.98;95% CI,0.70至1.37)。']",0.25,"['fracture', 'ratio', 'hazard ratio', 'CI', 'in', 'to', 'two', 'similar']","['ratio', 'two']",,
2759,2717,effect ON INTERMEDIATE OUTCOMES,对中期结果的影响,0.0,['effect'],[],2717,['对中间商店的影响'],0.0,['effect'],[],,
2760,2718,"on average , levels were lower in the canagliflozin group for systolic blood pressure ( by 3.30 mm Hg ; 95 % CI , 2.73 to 3.87 ) , diastolic blood pressure ( by 0.95 mm Hg ; 95 % CI , 0.61 to 1.28 ) , and body weight ( by 0.80 kg ; 95 % CI , 0.69 to 0.92 ) .",平均而言，卡格列净组的收缩压（降低 3.30 mm Hg ； 95 % CI ， 2.73 至 3.87 ） 、舒张压（降低 0.95 mm Hg ； 95 % CI ， 0.61 至 1.28 ）和体重水平较低（减少 0.80 公斤；95% CI，0.69 至 0.92）。,0.4,"['group', 'body weight', 'pressure', 'average', 'blood', 'blood pressure', 'lower', 'diastolic', 'systolic', 'kg', 'canagliflozin', 'CI', 'on', 'by', 'and']","['group', 'body weight', 'average', 'kg', 'canagliflozin', 'and']",2718,"['平均而言,血压水平低于血压(3.30 mm Hg、95% CI、2.73 至 3.87 )、血压(0.95 mm Hg、95% CI、0.61 至 1.28 )、体重(0.80 kg、95% CI、0.69 至 0.92 )。']",0.2666666666666666,"['group', 'body weight', 'pressure', 'average', 'blood', 'blood pressure', 'lower', 'diastolic', 'systolic', 'kg', 'canagliflozin', 'CI', 'on', 'by', 'and']","['body weight', 'average', 'blood pressure', 'and']",,
2761,2719,"thereafter , the decline in the estimated GFR was slower in the canagliflozin group than in the placebo group ( -1.85 ± 0.13 vs. -4.59 ± 0.14 ml per minute per 1.73 m2 per year ) , for a difference of 2.74 ml per minute per 1.73 m2 per year ( 95 % CI , 2.37 to 3.11 ) .",此后，卡格列净组估计的 GFR 下降速度比安慰剂组慢（-1.85 ± 0.13 vs. -4.59 ± 0.14 毫升每分钟每 1.73 平方米每年） ，差异为每分钟每 1.73 平方米 2.74 毫升每年平方米（95% CI，2.37 至 3.11）。,0.6363636363636364,"['group', 'placebo', 'decline', 'year', 'difference', 'minute', 'ml', 'GFR', 'canagliflozin', 'CI', 'to']","['group', 'placebo', 'decline', 'year', 'difference', 'minute', 'canagliflozin']",2719,"['随后,估计GFR的下降在Canagliflozin群体比 placebo群体( -1.85 ± 0.13 与 -4.59 ± 0.14 毫升每分钟为 1.73 m2 每年)较慢,差距为 2.74 毫升每分钟为 1.73 m2 每年( 95% CI, 2.37 至 3.11 )。']",0.3636363636363636,"['group', 'placebo', 'decline', 'year', 'difference', 'minute', 'ml', 'GFR', 'canagliflozin', 'CI', 'to']","['group', 'decline', 'year', 'minute']",,
2762,2720,projected ESTIMATED EFFECTS,预计 估计效果,,[],[],2720,['可预测的效应'],,[],[],,
2763,2721,"canagliflozin treatment would also prevent 22 hospitalizations for heart failure ( NNT , 46 ; 95 % CI , 29 to 124 ) and 25 composite events of cardiovascular death , myocardial infarction , or stroke ( NNT , 40 ; 95 % CI , 23 to 165 ) .",canagliflozin 治疗还可预防 22 例因心力衰竭住院（NNT，46；95% CI，29 至 124）和 25 例心血管死亡、心肌梗塞或中风的复合事件（NNT，40；95% CI，23 至 165）。,0.6428571428571429,"['heart', 'myocardial infarction', 'composite', 'cardiovascular', 'stroke', 'failure', 'death', 'heart failure', 'treatment', 'prevent', 'canagliflozin', 'CI', 'to', 'and']","['heart', 'myocardial infarction', 'cardiovascular', 'stroke', 'failure', 'death', 'heart failure', 'treatment', 'prevent']",2721,['卡纳格利弗洛辛治疗还会预防22次心脏病发作(NNT、46、95%CI、29至124)和25次心血管死亡、心脏病发作或中风(NNT、40、95%CI、23至165)的合成事件。'],0.4285714285714285,"['heart', 'myocardial infarction', 'composite', 'cardiovascular', 'stroke', 'failure', 'death', 'heart failure', 'treatment', 'prevent', 'canagliflozin', 'CI', 'to', 'and']","['heart', 'cardiovascular', 'stroke', 'death', 'treatment', 'prevent']",,
2764,2722,these results indicate that canagliflozin may be an effective treatment option for renal and cardiovascular protection in patients with type 2 diabetes with chronic kidney disease .,这些结果表明，canagliflozin 可能是 2 型糖尿病伴慢性肾脏病患者肾脏和心血管保护的有效治疗选择。,0.5625,"['diabetes', 'type', 'kidney', 'disease', 'cardiovascular', '2', 'protection', 'indicate', 'treatment', 'chronic', 'renal', 'option', 'with', 'canagliflozin', 'that', 'and']","['diabetes', 'type', 'kidney', 'disease', 'cardiovascular', '2', 'protection', 'treatment', 'chronic']",2722,"['这些结果表明,Canagliflozin可能是一种有效的肾和心血管保护治疗选项,在患有慢性肾疾病的2型糖尿病患者中。']",0.5625,"['diabetes', 'type', 'kidney', 'disease', 'cardiovascular', '2', 'protection', 'indicate', 'treatment', 'chronic', 'renal', 'option', 'with', 'canagliflozin', 'that', 'and']","['diabetes', 'type', 'kidney', 'disease', 'cardiovascular', '2', 'protection', 'treatment', 'chronic']",,
2765,2723,"the significantly lower rates of cardiovascular outcomes , including the composite of cardiovascular death , myocardial infarction , or stroke , in the canagliflozin group in our trial are consistent with those observed with canagliflozin in the CANVAS ( Canagliflozin Cardiovascular Assessment Study ) Program , 5 despite the smaller differences in glycemic control .",在我们的试验中，卡格列净组的心血管结局（包括心血管死亡、心肌梗死或卒中的复合事件）发生率显着降低，这与 CANVAS（卡格列净心血管评估研究）计划中观察到的卡格列净结果一致， 5 尽管规模较小血糖控制的差异。,0.625,"['group', 'myocardial infarction', 'composite', '5', 'control', 'cardiovascular', 'stroke', 'program', 'death', 'study', 'lower', 'assessment', 'trial', 'with', 'despite', 'canagliflozin']","['group', 'myocardial infarction', '5', 'control', 'cardiovascular', 'stroke', 'program', 'death', 'assessment', 'canagliflozin']",2723,"['在我们的研究中,心血管结果的显著较低率,包括心血管死亡、心脏病发作或中风的组成,与Canagliflozin在CANVAS(Canagliflozin Cardiovascular Assessment Study)计划中观察到的相一致。']",0.3125,"['group', 'myocardial infarction', 'composite', '5', 'control', 'cardiovascular', 'stroke', 'program', 'death', 'study', 'lower', 'assessment', 'trial', 'with', 'despite', 'canagliflozin']","['group', 'cardiovascular', 'stroke', 'program', 'death']",,
2766,2724,"the similar rates of amputation and fracture that we observed with canagliflozin and placebo are reassuring and consistent with trials of other SGLT2 inhibitors6,7,20 but differ from the CANVAS Program findings.5",我们观察到卡格列净和安慰剂的截肢率和骨折率相似，这令人安心，并且与其他 SGLT2 抑制剂的试验6、7、20 一致，但与 CANVAS 计划的结果不同。 5,0.5,"['fracture', 'placebo', 'program', 'amputation', 'differ', 'with', 'canagliflozin', 'that', 'but', 'and', 'similar', 'we']","['fracture', 'placebo', 'program', 'amputation', 'canagliflozin', 'but']",2724,"['与其他 SGLT2 抑制剂的测试相似的 amputation 和 fracture 率,我们观察到 canagliflozin 和 placebo 是令人安慰和一致的,但与 CANVAS 计划的结果不同。']",0.25,"['fracture', 'placebo', 'program', 'amputation', 'differ', 'with', 'canagliflozin', 'that', 'but', 'and', 'similar', 'we']","['program', 'but', 'similar']",,
2767,2725,whether the increased risk of lower limb amputation in the CANVAS Program was due to differing trial populations or protocols or to chance remains unclear .,CANVAS 计划中下肢截肢风险的增加是由于不同的试验人群或方案还是偶然性仍不清楚。,0.6666666666666666,"['program', 'limb', 'amputation', 'lower limb', 'risk', 'trial', 'due', 'in', 'to']","['program', 'limb', 'amputation', 'lower limb', 'risk', 'to']",2725,"['在CANVAS计划中是否由于不同试验人口或议定书而出现较低肢体折磨的风险增加,还是不清楚。']",0.4444444444444444,"['program', 'limb', 'amputation', 'lower limb', 'risk', 'trial', 'due', 'in', 'to']","['program', 'limb', 'risk', 'to']",,
2768,2726,the overall safety profile in our trial is otherwise consistent with the known adverse effects associated with canagliflozin .,在我们的试验中，总体安全性与卡格列净相关的已知不良反应在其他方面是一致的。,0.2857142857142857,"['safety', 'adverse', 'associated', 'trial', 'profile', 'with', 'canagliflozin']","['safety', 'canagliflozin']",2726,"['在我们的测试中,整体安全规格与已知与Canagliflozin相关的副作用相一致。']",0.1428571428571428,"['safety', 'adverse', 'associated', 'trial', 'profile', 'with', 'canagliflozin']",['safety'],,
2769,2727,this trial has certain limitations .,本试验具有一定的局限性。,0.0,"['trial', 'certain', 'this']",[],2727,['这个审判有某些限制。'],0.3333333333333333,"['trial', 'certain', 'this']",['trial'],,
