English,Chinese
the full search strategy is described in the Supplementary Appendix .,['完整的搜索策略在附件中描述。']
"after the identification of trials for inclusion , we compared trial protocols and publications from each trial and then provided a detailed specification of core minimum data requirements to each trial team to prepare the data for pooling .","['在确定包含试验后,我们比较了每个试验的试验协议和出版物,然后向每个试验团队提供了基本最低数据要求的详细描述,以便为组合准备数据。']"
"after receipt of the data , they were checked for missing values and for consistency .","['收到数据后,他们被检查为缺乏值和一致性。']"
data queries were resolved through direct consultation with each trial team before analysis .,['数据查询通过在分析前直接与每个测试团队进行磋商解决。']
renal insufficiency was defined as a preoperative serum creatinine level of more than 1.5 mg per deciliter ( 130 μmol per liter ) .3,"['肾衰竭被定义为手术前血清创造素水平超过1,5毫克每分升(每升130 μmol)。']"
"the design of the analysis was published a priori on the International Prospective Register of Systematic Reviews ( registration number , CRD42017077562 ) .","['分析的设计已在国际系统审查预测登记簿(注册号,CRD42017077562 )上公布。']"
each component of the composite outcome was also analyzed individually .,['组成结果的每个组成部分也被单独分析。']
"the patency rate was graded according to the FitzGibbon classification , 4 which grades graft patency as A ( widely patent ) , B ( flow limited ) , or O ( occluded ) .","['专利率按 FitzGibbon 分类等级,4 该分类为A(广泛专利),B(流量限制)或O(被排除)。']"
"for the purposes of our analysis , grades A and B were considered patent and grade O occluded .","['对于我们分析的目的,A级和B级被认为是专利,O级被排除。']"
baseline categorical variables were reported as counts and percentages and were compared with the use of a conditional regression analysis stratified according to trial .,"['基层类别变量被报告为计算和百分比,并与使用根据试验分布的条件回归分析进行比较。']"
cumulative incidences were determined and are presented graphically .,['累积影响被确定并以图形呈现。']
"data were combined in a single data set and fitted in a Cox regression model stratified according to trial , with trial identifiers used as random effects .","['数据集成在一个单一的数据中,并安装在根据试验分布的Cox回归模型中,试验识别器被用作随机效果。']"
treatment effects are presented as hazard ratios and 95 % confidence intervals .,['治疗效果呈现为风险比例和95%的信任间隔。']
a nonlinear relationship between age and treatment effect was investigated by comparing model fitting with age used as a linear term versus with age used as a spline function with an increasing number of knots .,"['年龄与治疗效应之间的非线性关系被研究,通过比较模型与使用为线性术语的年龄相匹配,与使用为节点函数的年龄相匹配,有越来越多的节点。']"
a potential age cutoff for the loss of benefit with the radial artery was evaluated with nonparametric computation of bootstrap pointwise confidence limits across a range of ages .,"['对于放射性动脉损失的潜在年龄缩小,通过非参数计算在某种年龄范围内进行评估。']"
this step produced aggregate data for each trial with a mean treatment effect estimate and its standard error .,"['该步骤为每个试验产生了集成数据,中间的处理效果估计和标准错误。']"
"aggregate data were then synthesized in the second step , in which the generic inverse variance method was used with a fixed effect when I2 was less than 50 % and a random effect when I2 was greater than or equal to 50 % .","['收集的数据在第二阶段合成,在那里使用了基因逆转变异方法的固定效应,当I2低于50%和随机效应,当I2大于或等于50%时。']"
an influence analysis was used to assess the influence of individual trials on the final estimate .,['使用影响分析来评估个别测试对最终估计的影响。']
publication bias was evaluated with the use of a funnel plot and linear regression test for asymmetry .,"['出版比亚斯被评估,使用喷气板和线性回归测试为无形。']"
"in a sensitivity analysis of graft occlusion that included angiographic data from the Radial Artery Patency Study ( RAPS ) , a mixed model based on graft type was used with individual trials as a random effect ( see the Supplementary Appendix ) .","['在一项敏感性分析中,其中包括放射性动脉密度研究(RAPS)的 angiographic 数据,一个基于放射性类型的混合模型被用作单个测试作为随机效果(参见附件)。']"
"P values of less than 0.05 were considered to indicate statistical significance , without correction for multiple testing .","['低于 0.05 的 P 值被认为表明统计意义,没有对多次测试进行纠正。']"
"statistical analyses were performed with R software , version 3.2.3 ( R Foundation ) .","['统计分析是用 R 软件进行的,版本 3.2.3 ( R 基金会 ) 。']"
trial SELECTION,['审判选举']
"after review , 32 trials were excluded because they did not meet the inclusion criteria .","['经过审查,32次试验被排除,因为这些试验不符合包含标准。']"
further details and the PRISMA flowchart and checklist are provided in Figure S1 and Table S1 in the Supplementary Appendix .,['更多详细信息以及 PRISMA 流表和检查列表在附件中的图 S1 和表 S1 中提供。']
an overview of the included trials is provided in Table 1 .,['包含的试验的概述如图1所示。']
"the principal investigators of the 6 individual trials were contacted , and all agreed to provide data on individual patients .","['六个单个试验的主要调查人员被联系,所有人都同意提供单个患者的数据。']"
some of the individual trials had important design issues that were addressed before pooling of the data .,"['一些个别试验具有重要设计问题,这些问题在数据集成之前得到解决。']"
the angiographic results of this trial were therefore not used for our analyses of graft occlusion .,"['因此,这项试验的天文学结果没有用于我们对<unk>丸的分析。']"
combined ANALYSIS,['组合分析']
the baseline characteristics of these patients are summarized in Table 2 .,['这些患者的基本特征在图2中总结。']
endoscopic harvesting of either the saphenous vein or the radial artery was not used in any trial .,['无论是<unk>血管或放射性动脉的内分泌收获都没有在任何试验中使用。']
"the target vessel was the left circumflex coronary artery and the right coronary artery in approximately 75 % and 25 % of cases , respectively .","['目标血管是左旋转冠状动脉和右旋转冠状动脉,约75%和25%的病例,分别。']"
the main outcomes of the combined analysis are reported in Table 3 .,['组合分析的主要结果如图3所示。']
"a nominally significant interaction between age and the treatment effect on major adverse cardiac events was found ( P = 0.04 ) , and an age of 75 years was identified as the cutoff for the loss of benefit from the radial artery .","['发现了年龄与主要心脏病发作的治疗效应之间的名义重要相互作用(P=0.04),并确定了75岁的年龄为放射性动脉损失的好处。']"
"diabetes ( P = 0.35 ) , a left ventricular ejection fraction of less than 35 % ( P = 0.37 ) , and previous myocardial infarction ( P = 0.45 ) did not modify the treatment effect .","['糖尿病(P = 0.35 ),左腹部排泄率低于35%(P = 0.37 ),前心脏病发作(P = 0.45 )并没有改变治疗效果。']"
"one of the reasons for their infrequent use is that the superior clinical outcomes associated with multiple arterial grafts that have been reported in registries have not been replicated in the randomized , controlled trials .","['其不常使用的原因之一是,在随机、控制的试验中,已在记录中报告的多种血管分裂相关的顶级临床结果未被复制。']"
there is concern that observational studies can be biased in favor of arterial conduits by unmatched confounders related to the unmeasurable ( and unmatchable ) judgment of the operating surgeons.16,"['有担忧的是,观察性研究可以通过与运营外科医生的不可衡量的(和不可衡量的)判断相关的不匹配混合物对动脉行为进行偏见。']"
"however , although there is clear evidence that failure of grafts to the left anterior descending artery adversely affects survival , failure of grafts to other target vessels is more likely to result in nonfatal cardiac events.19,20","['然而,雖然有明確的證據表明,左前下動動脈的錯誤對生存有不利影響,但對其他目標船的錯誤更有可能導致非致命心臟事件。']"
the present analysis has several limitations .,['目前的分析有几个限制。']
"in addition , the patients who were enrolled in the six trials were highly selected .","['除此之外,在六次研究中被列入的患者也被强烈选择。']"
these aspects clearly limit the external validity of our work .,['这些方面明显限制了我们工作的外部有效性。']
"the different trials used various surgical techniques , harvesting protocols , and postoperative secondary prevention regimens .",['各式各样的试验使用了各种手术技术、收获协议和后手术次要预防制度。']
there are also several limitations of the patency analysis in our study .,['我们研究中的专利分析也有几个限制。']
"in addition , two trials accounted for more than two thirds of all the angiographic data .","['此外,两次试验占所有天文数据的三分之二以上。']"
"however , we found no heterogeneity across the included trials .","['然而,我们在所涉及的试验中没有发现任何异常性。']"
"finally , the estimates of rates of repeat revascularization in angiographic trials may be inflated relative to those in clinical outcome studies , since repeat revascularization may be driven by angiographic findings rather than clinical findings .","['最后,在天文学研究中,重复复复发率的估计可能与临床结果研究的估计相比,因为重复复复发可能由天文学发现而不是临床发现驱动。']"
preconception health is increasingly recognized as a key determinant of pregnancy outcomes .,['预怀健康越来越被认为是怀孕结果的关键决定因素。']
"high levels are associated with cognitive impairment , and it is a primary constituent of Alzheimer plaque .","['高水平与认知障碍有关,它是阿尔茨海默病的主要组成部分。']"
impaired sleep is also a risk factor for Alzheimer disease ( AD ) .,['睡眠障碍也是阿尔茨海默病(AD)的风险因素。']
"although these findings do not prove that sleep deprivation causes AD , they highlight the importance of sleep to optimal brain health .","['虽然这些发现并没有证明睡眠缺乏会导致AD,但它们强调睡眠对最佳大脑健康的重要性。']"
sponsoring Organization : U.S. Preventive Services Task Force ( USPSTF ),['美国预防服务工作组(USPSTF)']
"this publication is the final version of the draft statement , released in 2017 , that received substantial publicity ( NEJM JW Gen Med May 15 2017 ) .","['本出版物是2017年发布的草案声明的最终版本,该声明获得了显著的广告(NEJM JW Gen Med 2017年5月15日)。']"
public comment and research that has been published since the draft release did not result in any changes .,['公共评论和自草案发布以来发表的研究并没有导致任何变化。']
"the USPSTF recommends against PSA screening for older men ( age , ≥ 70 ; Grade D recommendation ) .","['USPSTF 推荐对老年男性的 PSA 筛查(年龄, ≥ 70; 级 D 推荐)。']"
"because of multiple advances in early diagnosis and therapies , ILRR continues to decrease in incidence , yet it remains a treatment challenge and of concern to patients since historically , early ILRR is associated with a poor overall prognosis and survival .","['由于早期诊断和治疗的多进展,ILR继续减少的发病率,但它仍然是一个治疗挑战和对患者的担忧,因为历史上,早期ILR与一个糟糕的总体预测和生存相关。']"
data from the Framingham Heart Study show that lifetime risks for AF increase as risk factor burden worsens .,"['来自Framingham心脏研究的数据表明,由于风险因素负担加重,AF的终身风险会增加。']"
atrial fibrillation ( AF ) is highly prevalent in our aging society and is an independent predictor of morbidity and mortality .,"['甲状腺纤维化(AF)在老化社会中非常普遍,是疾病和死亡的独立预测器。']"
"investigators used data from 5338 participants from the Framingham Heart Study to determine the association between risk factor burden ( categorized as optimal , borderline , or elevated ) and lifetime AF risk .",['研究人员使用来自Framingham心脏研究的5338名参与者的数据来确定风险因素负担(分类为最佳、边界或高)和终身AF风险之间的联系。']
"participants were included at index ages of 55 , 65 , or 75 and followed up to age 95 .","['參與者在55、65或75歲的指數年齡中被列入,並追隨到95歲。']"
"in analyses accounting for competing causes of death , the overall lifetime risk for AF was 37 % for index age 55 but dropped to 23 % among participants with optimal risk factors .","['在对竞争性死亡原因进行分析中,AF的总寿命风险为55岁指数的37%,但在具有最佳风险因素的参与者中下降到23%。']"
obesity was the most significant risk factor for lifetime AF development .,['肥胖是终身AF发育最重要的风险因素。']
patterns were similar for the other index age categories .,['模型与其他指数年龄类别相似。']
men had higher lifetime AF risk than women .,['男性的生命风险比女性更高。']
"this elegant , observational cohort study associates risk for AF with the level of control of several risk factors .",['这种优雅的观察协调研究将AF风险与多个风险因素的控制水平相结合。']
the findings suggest that aggressive primary prevention of AF risk factors in an aging population can substantially reduce lifetime AF risk but cannot entirely eliminate it .,"['这些发现表明,老年人口的AF风险因素的侵略性初始预防可以大大降低终身AF风险,但不能完全消除。']"
future work is needed to see whether these findings extend to diverse racial / ethnic populations and to novel AF risk factors .,"['未來的工作是必要的,看看這些發現是否擴展到多種種族 / 民族人口和新的AF風險因素。']"
practical guides for diagnosing and managing syncope could yield a more systematic approach to sometimes elusive evaluations .,['诊断和管理同步的实用指南可以为有时虚假的评估提供更有系统的方法。']
sponsoring Organization : European Society of Cardiology ( ESC ),['赞助组织:欧洲心脏病学会(ESC)']
"target Audience : primary care providers , hospitalists , emergency physicians , cardiologists","['目标观众 : 初级护理提供商, 医院医生, 紧急医生, 心脏医生']"
"syncope is a transient loss of consciousness due to cerebral hypoperfusion , with rapid onset , short duration , and complete spontaneous recovery ; lifetime risk for syncope is 50 % in the general population .","['同步是由于大脑催眠而导致的临时意识损失,快速起源、短期和完全自发恢复;同步的终身风险在一般人口中为50%。']"
1 . initial Diagnostic Evaluation,['1、初步诊断评估']
a video on CSM and other details of the procedure is available on the New England Journal of Medicine website .,['关于CSM的视频和程序的其他细节可在新英格兰医学杂志网站上找到。']
echocardiogram is indicated in patients with previous known heart disease or in patients where initial evaluation suggests structural heart disease .,"['在已知心脏病患者或初步评估表明结构性心脏病的患者中,指示 echocardiogram。']"
2 . subsequent Diagnostic Investigation,['二、随后的诊断调查']
"prolonged ECG monitoring ( e.g. , Holter monitor , external or implantable loop recorders ) is indicated in patients with recurrent unexplained syncope when ( a ) clinical or ECG features suggest arrhythmia ; and ( b ) recurrence is reasonably suspected within the timeframe of the monitoring system .","['延长的ECG监测(例如,霍尔特监测器、外部或可移植的旋转录制器)在(a)临床或ECG特征表明动脉;(b)在监测系统的时间范围内合理怀疑重复的患者中被指示。']"
"Electrophysiologic study is indicated in patients with ( a ) prior myocardial infarction or other cardiac scar conditions , after noninvasive evaluation ; ( b ) unexplained syncope with bifascicular bundle branch block ; or ( c ) sudden brief palpitations preceding syncope .","['电解生理学研究是指示的患者(a)前心脏病发作或其他心脏病发作,非侵入性评估后;(b)未解释的同步与双细分支区块;或(c)前心脏病发作的突然短发。']"
exercise stress testing is indicated in patients with syncope that occurs during or shortly after exertion .,['锻炼压力测试适用于在锻炼期间或锻炼后不久发生的同步症状的患者。']
therapies for various causes of syncope are reviewed .,['对各种合成原因的治疗正在进行审查。']
these updated European guidelines complement the 2017 American College of Cardiology guidelines ( NEJM JW Emerg Med May 2017 and Circulation 2017 ; 139 : 25 ) .,['这些更新的欧洲指南补充了2017年美国心脏学院指南(NEJM JW Emerg Med 2017年5月和循环2017年;139:25)。']
additional resources are available on the ESC guidelines web page .,['额外的资源可在 ESC 指南网页上找到。']
inhaled steroids should be reserved for patients whose chronic obstructive pulmonary disease is uncontrolled on dual bronchodilators .,"['注射的类固醇应保留给患有慢性阻塞性肺疾病的患者,在双重 bronchodilators 无法控制。']"
this study affirms that patients with uncontrolled COPD do benefit from triple therapy but at a cost of excess risk for pneumonia ; patients with eosinophilia had the most improvement .,"['这项研究证实,未经控制的COPD患者受益于三重治疗,但在肺炎过度风险的成本;患有eosinophilia的患者获得了最大的改善。']"
editorialists note that more than 70 % of enrolled patients were taking ICS at enrollment and that asthma patients were not excluded : the abrupt withdrawal of ICS at study entry might have led to the high rate of exacerbations seen early in the study .,"['编辑学家指出,超过70%的注册患者在注册时服用ICS,而哮喘患者并没有被排除:在研究入学时突然退出ICS可能导致研究早期出现的加剧率高。']"
"as noted by the editorialists , we still should follow GOLD recommendations and reserve ICS for patients who experience exacerbations and symptoms ( Gold Group D patients ) while receiving LABA / LAMA combinations , especially patients with eosinophilia or concomitant asthma .","['正如编辑家所指出的那样,我们仍然应该遵循黄金建议,并为经历加剧和症状的患者(黄金集团D患者)预备ICS,同时接受LABA/LAMA组合,特别是患有eosinophilia或伴随哮喘的患者。']"
the New England Journal of Medicine provides visual explanation of trial methodology to accompany this article .,"['《新英格兰医学杂志》提供试验方法的视觉解释,以便附上这篇文章。']"
each regimen was administered in a single Ellipta inhaler .,['每個系統都會在單一的 Ellipta 吸入器中進行。']
the primary outcome was the annual rate of moderate or severe COPD exacerbations during treatment .,['主要结果是治疗期间中等或严重的COPD加剧的年度率。']
"recently , single inhalers containing an inhaled glucocorticoid , a LABA , and a LAMA have been developed ; these inhalers offer potential advantages in practicality and adherence to therapy .","['最近,开发了一种含有吸入的葡萄糖,LABA和LAMA的单个吸入器,这些吸入器在实用性和遵守治疗方面的潜在好处。']"
"however , the effectiveness of combination inhaled therapies has not been comprehensively evaluated in patients with COPD who have the highest symptom burden .","['然而,在患有COPD的患者中,综合吸入疗法的有效性尚未被全面评估,这些患者患有最高症状负担。']"
the Informing the Pathway of COPD Treatment ( IMPACT ) trial evaluated the relative benefits and risks of these three regimens in patients with symptomatic COPD and a history of exacerbations.16,"['报告COPD治疗路径(IMPACT)研究评估了这些三种饮食对症状COPD患者的相对好处和风险,以及加剧史的患者。']"
"here we report the primary , secondary , and other efficacy and safety outcomes .","['在这里,我们报告了初级、二级和其他效率和安全性结果。']"
"patients had to have either a forced expiratory volume in 1 second ( FEV1 ) that was less than 50 % of the predicted normal value and a history of at least one moderate or severe exacerbation in the previous year , or an FEV1 of 50 to 80 % of the predicted normal value and at least two moderate exacerbations or one severe exacerbation in the previous year .","['患者必须在1秒内有强制性消耗量(FEV1)低于预测正常值的50%,并且在前一年至少有一个适度或严重的恶化历史,或者在前一年至少有50%至80%的预测正常值的FEV1和至少有两次适度恶化或一个严重的恶化历史。']"
the trial was performed in 37 countries from June 2014 through July 2017 .,['审判是在2014年6月至2017年7月期间在37个国家进行的。']
it was conducted in accordance with Good Clinical Practice guidelines and the provisions of the Declaration of Helsinki and received approval from local institutional review boards or independent ethics committees .,"['根据好临床实践指南和赫尔辛基宣言的规定进行,并获得当地机构审计委员会或独立伦理委员会的批准。']"
all the patients provided written informed consent .,['所有患者提供书面通知的同意。']
"the patients and treatment groups are described in Tables S1 through S3 in the Supplementary Appendix , available with the full text of this article at NEJM.org .","['患者和治疗群体在附件中的表 S1 至 S3 中描述,可在 NEJM.org 找到本文的完整文本。']"
"all the patients underwent baseline chest radiography at trial entry , and all initial and subsequent chest images were overread centrally by radiologists who were unaware of the clinical information or trial treatment .","['所有患者在试验入口时进行了基层乳房放射,所有初始和随后的乳房图像都被无意识的放射学家中心过度阅读。']"
the assignment of a diagnosis of pneumonia and the labeling of an event as an exacerbation were determined according to the clinical judgment of the investigator .,"['根据研究人员的临床判断,确定了肺炎的诊断和作为恶化事件的标记。']"
"the protocol required that all the patients with a suspected pneumonia , or moderate or severe exacerbation , have a chest radiograph obtained to help confirm the presence of a new infiltrate and better capture and understand these adverse events .","['该协议要求所有患有可疑肺炎、或适度或严重恶化的患者,获得乳房放射线,以帮助确认新入侵的存在,并更好地捕获并理解这些不良事件。']"
"when a diagnosis of pneumonia was made , the clinician also considered increased cough , sputum purulence , dyspnea , and signs on physical examination or laboratory testing .","['当诊断出肺炎时,临床医生还认为增加的咳嗽、肿瘤发烧、 dyspnea 和物理检查或实验室测试的迹象。']"
"the trial was designed by academic partners and the sponsor ( GlaxoSmithKline ) , which also paid for editorial support ; the lead author is an employee of the sponsor .","['审判由学术合作伙伴和赞助商(GlaxoSmithKline)设计,他还为编辑支持付费;主作者是赞助商的员工。']"
"all the authors discussed and interpreted the results , agree with the completeness and accuracy of the data and analyses , and vouch for the adherence of the trial to the protocol , available at NEJM.org .","['所有作者都讨论并解释了结果,同意数据和分析的完整性和准确性,并要求审判遵守协议,可在NEJM.org上找到。']"
all the authors contributed to the data analyses and writing of the manuscript .,['所有作者都参与了数据分析和手稿的写作。']
the primary efficacy outcome was the annual rate of moderate or severe exacerbations during treatment ( including 1 day after the last dose was administered ) .,['初级有效性结果是治疗期间平均或严重的恶化率(包括最后剂量服用后1天)。']
patients completed an electronic diary each morning to record their symptoms and were alerted to contact their trial investigator if symptoms suggestive of an exacerbation worsened over the course of 2 consecutive days .,"['患者每天早上完成电子日记,以记录他们的症状,并被警告联系他们的试验调查员,如果症状暗示的恶化在连续2天内恶化。']"
the investigator confirmed the presence or absence of an exacerbation .,['调查人员确认存在或缺乏加剧。']
the severity of an exacerbation was defined according to the treatment .,['加剧的严重性根据治疗的定义。']
a mild exacerbation was worsening of symptoms treated with increased albuterol .,['轻微的恶化是用增加阿尔贝特罗尔治疗的症状的恶化。']
a moderate exacerbation was defined as an exacerbation leading to treatment with antibiotics or systemic glucocorticoids .,['适度的加剧被定义为导致抗生素或系统性糖尿病的治疗的加剧。']
a severe exacerbation was one resulting in hospitalization or death .,['严重的恶化是导致入院或死亡的一个。']
secondary AND OTHER EFFICACY OUTCOMES,['二级和其他有效的外观']
secondary outcomes in the statistical hierarchy were grouped sequentially according to lung function and symptoms and the time to the first exacerbation .,['统计层次中的次要结果根据肺功能和症状以及第一次加剧的时间分别分组。']
"incidences of adverse events , serious adverse events , pneumonia , cardiovascular events , bone fractures , and other adverse events of special interest ( prespecified adverse events associated with the use of inhaled glucocorticoids , LAMAs , or LABAs ) were documented at each clinic visit .",['对不良事件、严重不良事件、肺炎、心血管事件、骨折和其他特殊兴趣的不良事件(预定与吸入糖尿病药物、LAMAs或LABA的使用相关的不良事件)的发生情况在每个诊所访问时都被记录。']
supporting radiography was used to document incidences of pneumonia .,['支持辐射被用来记录肺炎的发病率。']
"electrocardiographic ( ECG ) measurements and vital signs were assessed at screening and after 4 , 28 , and 52 weeks of treatment .",['电心学(ECG)测量和重要迹象在筛查和治疗4、28、52周后被评估。']
"clinical ( chemical and hematologic ) assessments were performed at screening and at 16 , 28 , and 52 weeks .","['临床(化学和血液学)评估是在扫描中进行的,在16、28、52周。']"
all reports of serious adverse events and all trial deaths were adjudicated by an independent adjudication committee whose members were unaware of the treatment assignments .,"['所有严重不良事件和所有审判死亡的报告都是由一个独立的采购委员会提交的,其成员不知道处理任务。']"
the truncated Hochberg method was used in a closed testing hierarchy across the coprimary and key secondary treatment comparisons to control type I error at the 5 % level .,"['霍赫伯格(Hochberg)方法被用在封闭的测试层面上进行对称和关键次要处理比较,以控制 I 类错误的 5% 级别。']"
further details are provided in the section on additional statistical information and Figure S2 in the Supplementary Appendix .,['更多详细信息在附加附件的附加统计信息部分和图 S2中提供。']
"the majority of patients ( 66 % ) were male , and the mean age was 65.3 years .","['大多数患者(66%)是男性,平均年龄为65.3岁。']"
a total of 18 % of the patients had bronchodilator reversibility ( defined as an increase in FEV1 of ≥ 12 % and ≥ 200 ml after administration of albuterol ) .,['18%的患者患有 bronchodilator 逆转性(定义为 FEV1 增加 ≥ 12% 和 ≥ 200 ml 后服用 albuterol )。']
a total of 43 % had a baseline blood eosinophil level of less than 150 cells per microliter .,['总共43%的血液基因水平低于微米150细胞。']
"on trial entry , 38 % of the patients were receiving triple therapy including an inhaled glucocorticoid , a LABA , and a LAMA ; 29 % were receiving an inhaled glucocorticoid and a LABA ; and 8 % were receiving a LAMA and a LABA .","['在试验中,38%的患者接受了三次治疗,其中包括吸入的葡萄糖,LABA和LAMA;29%接受了吸入的葡萄糖和LABA;8%接受了LAMA和LABA。']"
details on medications at trial entry are provided in Table S4 in the Supplementary Appendix .,['试验入口药物的详细信息在附件中的S4表中提供。']
secondary EFFICACY ANALYSES,['二次效能分析']
analyses OF OTHER OUTCOMES,['其他商店的分析']
"no adjustments for multiplicity were made for the other comparisons , and P values of less than 0.05 were considered to indicate statistical significance .","['对于其他比较没有进行多样性调整,而低于 0.05 的 P 值被认为表明统计意义。']"
"results for these other outcomes provided support for the primary findings , although treatment comparisons were not corrected for multiplicity .","['这些其他结果的结果为初始结果提供了支持,尽管治疗比较并没有为多样性进行纠正。']"
the results of a prespecified analysis of the time to death from any cause including data from patients during treatment and not during treatment provided support for the findings during treatment .,"['预先确定的任何原因死亡时间分析的结果,包括治疗期间患者的数据,而不是治疗期间的数据,支持治疗期间的发现。']"
further details are provided in the Supplementary Appendix .,['更多详细信息在附件中提供。']
similar results were observed in an analysis that included deaths that occurred in patients no longer receiving treatment .,"['类似的结果在分析中被观察到,其中包括病人不再接受治疗的死亡。']"
"for a summary of adjudicated causes of death , see Tables S9 and S10 in the Supplementary Appendix .","['有关死因的概述,请参见附件中的 S9 和 S10 表。']"
findings similar to those of the primary efficacy analysis were observed when mild exacerbations ( those determined to require only increased albuterol ) were included .,"['与初级效能分析相似的发现被观察到,当包括轻微的恶化(那些决定只需要增加阿尔贝特罗尔)时。']"
"in a subset of 5058 patients , the percentage of patients who had a response as defined by an increase in the TDI of at least 1 unit was higher with triple therapy than with either dual therapy .","['在5058名患者中,由至少1个单位的TDI增加所定义的反应患者的百分比高于三重治疗,而不是双重治疗。']"
"there were no clinically relevant differences in ECG measurements , vital signs , or clinical laboratory values among the treatment groups .","['在治疗组中,没有临床上相关的ECG测量、重要迹象或临床实验室值差异。']"
"a serious adverse event of pneumonia occurred in 184 patients ( 4 % ) , 152 patients ( 4 % ) , and 54 patients ( 3 % ) , respectively .",['肺炎的严重副作用发生在184名患者(4%)、152名患者(4%)和54名患者(3%)分别。']
further details are provided in Table S12 in the Supplementary Appendix .,['更多详细信息在附件 S12 表中提供。']
this difference in findings between our trial and the FLAME trial is probably due to the differences in the patient populations and the design of the two trials .,['我們的測試和FLAME測試之間的發現差異可能是由於患者群體的差異和兩個測試的設計。']
"in addition , it is also possible that patients who could not withdraw from an inhaled glucocorticoid were knowingly not enrolled , leading to a biased patient population .","['除此之外,还可能没有从吸入的糖尿病中退出的患者是无知的未注册的,导致患有偏见的患者群体。']"
further research using different trial designs will be needed to resolve these issues .,['使用不同的试验设计的进一步研究将需要解决这些问题。']
it is possible that our finding is fragile ; further investigation will be needed to understand the reasons for this finding .,"['我們的發現可能很脆弱,需要进一步的調查來了解這些發現的原因。']"
the strengths of the IMPACT trial include the large number of patients enrolled and the comparison of triple therapy with dual therapies using the same molecules in the same delivery device .,"['IMPACT测试的强度包括大量的病人注册,以及使用相同分子在同一配送设备进行双重治疗的三重治疗的比较。']"
a robust approach was taken for capture and evaluation of pneumonias to ensure that expected adverse events of pneumonia were appropriately understood .,"['对肺炎的捕捉和评估采取了坚实的方法,以确保预期的肺炎不良事件得到适当的理解。']"
"no new safety signals emerged.11,18",['没有新的安全信号出现11、18']
"obesity , insulin resistance , and genetic factors are implicated in the development of nonalcoholic fatty liver disease ( NAFLD ) .",['肥胖、胰岛素抵抗和遗传因素参与非酒精脂肪肝疾病(NAFLD)的发育。']
studies have observed an association between eating red and processed meats and risk for type 2 diabetes .,['研究发现吃红肉和加工肉与患2型糖尿病的风险之间存在联系。']
insulin resistance was calculated using the homeostasis model assessment .,['胰岛素抵抗性是通过 homeostasis 模型评估计算的。']
eliciting a detailed dietary intake history and subsequent counseling should be a key part of NAFLD management in clinical practice .,['选择详细的饮食摄入史和随后的咨询应该是临床实践中的NAFLD管理的重要组成部分。']
"as these microorganisms are readily spread via international travel ( NEJM JW Gen Med Oct 1 2015 and Clin Infect Dis 2015 ; 61 : 593 ) , to fully understand this relationship requires global data on antibiotic consumption - information that has been limited to date .","['由于这些微生物通过国际旅行容易传播(NEJM JW Gen Med Oct 1 2015 和 Clin Infect Dis 2015 ; 61 : 593 ),为了充分了解这种关系,需要全球数据的抗生素消费 - 信息已被限制到目前为止。']"
"now , researchers have estimated the defined daily doses ( DDDs ) of antibiotics sold in 76 countries using the IQVIA MIDAS database that includes information on national sample surveys of antibiotic sales to assess the use of each antibiotic molecule .","['现在,研究人员估计了76个国家销售的抗生素的定义每日剂量(DDDs),使用IQVIA MIDAS数据库,其中包括对抗生素销售的国家样品调查的信息,以评估每个抗生素分子的使用。']"
"from 2000 to 2015 , global antibiotic consumption increased by 65 % , from 21.1 to 34.8 billion DDDs .","['从2000年到2015年,全球抗生素消费增加了65%,从21亿到34.8亿DDD。']"
there was a positive association between increases in gross domestic product ( GDP ) per capita and changes in antibiotic consumption in LMICs but not in HICs .,"['每人国内生产总值(GDP)的增加和抗生素消耗的变化在LMIC,而不是HIC之间存在着积极的联系。']"
this study suggests that multiple factors likely contribute to antibiotic consumption and that they differ between HICs and LMICs .,"['这项研究表明,多种因素可能有助于抗生素摄入,并且它们在HIC和LMIC之间有所不同。']"
"if the increasing use of antibiotics is not addressed by coordinated global efforts in the near future , we are likely going to enter a postantibiotic era .","['如果在不久的将来,随着抗生素的日益增加的使用,我们不会通过协调的全球努力来解决,我们可能会进入抗生素后时代。']"
"although this study was not powered for clinical endpoints , the differences in systolic BP could translate into substantially fewer adverse cardiovascular events .","['虽然这项研究没有为临床终点提供动力,但系统性BP的差异可能会转化为显著较少的负面心血管事件。']"
longitudinal data suggest that clinicians should advise their patients with NAFLD not just to lose weight but to eat healthier foods .,"['长期数据表明,临床医生应该建议他们的患有NAFLD的患者不仅减肥,而且吃更健康的食物。']"
several studies show that weight loss through dietary changes improves nonalcoholic fatty liver disease ( NAFLD ) .,"['一些研究表明,通过饮食变化减肥改善非酒精脂肪肝疾病(NAFLD)。']"
"however , it is unknown if improving the quality of dietary intake improves fatty liver .","['然而,尚不清楚是否改善饮食摄入品质会改善脂肪肝。']"
responses to a validated food frequency questionnaire were used to determine dietary intake during the year before liver fat measurements .,['对已验证的食物频率问卷的答案被用来确定在肝脂测量前一年饮食摄入量。']
"liver fat was assessed using computed tomography and represented by the liver phantom ratio ( LPR ) , which is inversely related to liver fat content .","['肝脂被评估使用计算 tomography 并由肝光比例(LPR)代表,这相反与肝脂含量有关。']"
