English,Chinese
"among all pathogens , respiratory syncytial virus ( RSV ) accounted for the most cases ( 31 % ) .",在所有病原体中，呼吸道合胞病毒（RSV）占了最多的病例（31%）。
prevalence of pneumonia and predominant causes varied widely by age and geographic location .,地理位置和年龄不同，肺炎的发病率和主要原因差异很大。
TEN pathogens together accounted for about 80 % of the cases .,Ten pathogens accounted for about 80% of the cases.
"of the case pathogens , vaccines exist for 14 % .",14% of pathogens have vaccines.
"the low number of common pathogens identified should allow more targeted development of interventions , including vaccines .",经过分析，科学家们发现目前常见病原体数量较少，这应当使得针对性的干预措施（包括疫苗）的开发更加容易。
RSV should be a primary target ; this study clearly documents the key role of RSV in serious respiratory infections .,RSV应该是首要目标，这项研究明确记录了RSV在严重呼吸道感染中的关键作用。
"in addition to wider use of existing vaccines , other strategies to reduce the burden of respiratory infections include exclusive breastfeeding , better nutrition , and protection from indoor air pollution .",除了更广泛使用现有疫苗之外，减轻呼吸道感染负担的其他策略还包括专注于母乳喂养、改善营养和保护室内空气污染。
"as an editorialist notes , given high percentage of cases caused by viruses , strategies should be implemented to limit antibiotic use for viral infections .","As an editorialist notes, given the high percentage of cases caused by viruses, strategies should be implemented to limit antibiotic use for viral infections.

Chinese:

正如一位社论作家指出的，鉴于病毒引起的病例数量很高，应该实施战略来限制使用抗生素治疗病毒感染。"
CRC risk associated with nonadvanced adenomas or small serrated polyps is no different than having no polyps .,"CRC risk associated with nonadvanced adenomas or small serrated polyps is no different than having no polyps.

Chinese:

患有非先进性腺瘤或小型锯齿形肿瘤与没有肿瘤的风险相同。"
surveillance colonoscopy for colorectal cancer ( CRC ) is recommended at intervals determined by the most advanced lesions at baseline examinations .,晚期结肠直肠癌 (CRC) 的监视性结肠镜检查建议间隔由基线检查中最先发现的病变决定。
"nonadvanced adenomas : aHR , 1.21 ; P = 0.52","nonadvanced adenomas: aHR, 1.21; P = 0.52

Chinese:

非先进腺瘤：aHR，1.21；P = 0.52"
"any serrated polyp : aHR , 1.52 ; P = 0.05","any serrated polyp: aHR, 1.52; P = 0.05"
"large serrated polyps ( ≥ 10 mm ) : aHR , 3.35 ; P = 0.008","large serrated polyps ( ≥ 10 mm ): aHR, 3.35; P = 0.008

Chinese:

大型锯齿状肿瘤 ( ≥ 10 毫米 ): 危险比 , 3.35 ; P = 0.008"
"however , the most notable findings in this study pertain to the much more prevalent nonadvanced adenomas and small serrated polyps , for which metachronous CRC risks were not significantly different than having no polyps at baseline .",然而，在这项研究中最值得注意的发现是关于更多经常出现的非进展性腺瘤和小锯齿状腺瘤的风险，对于后者而言，复发直肠癌的风险并不显著高于基线没有腺瘤的风险。
identifying predictive markers would allow for enhanced treatment protocols for these infants .,如果能够确定预测性标志，就能为这些婴儿增强治疗方案。
"in a secondary analysis of data from the Multicenter Airway Research Collaboration , researchers assessed the association between serum albumin level and apnea in 1016 infants ( median age , 3 months ) hospitalized with bronchiolitis and without confounding heart and lung conditions .",在一项对1016名带有支气管炎并且没有心脏和肺部并发症的婴儿的数据的二次分析中，研究人员评估了血清白蛋白水平与呼吸暂停的关联。这些婴儿的平均年龄为3个月。
apnea occurred in 25 infants during hospitalization and in 44 infants before but not during hospitalization .,在住院期间有25个婴儿出现呼吸暂停，而在住院前有44个婴儿出现呼吸暂停但是住院期间没有。
among the findings :,在这些发现中：
"among the 25 infants with apnea during hospitalization , the median serum albumin level was 3.5 g / dL and 22 infants ( 88 % ) had low levels .",在住院期间出现呼吸性窒息的25名婴儿中，血清白蛋白水平的中位数为3.5 g/dL，22名婴儿（88％）血清白蛋白水平偏低。
overall prevalence of apnea was 5.7 % in infants with low albumin versus 0.5 % in those with normal albumin .,总体阻塞性睡眠呼吸暂停率在低盐水蛋白含量婴儿中为5.7%，而在正常水蛋白含量婴儿中为0.5%。
"low albumin was significantly associated with apnea ( odds ratio , 12.7 ) .",低蛋白质与呼吸暂停显著相关（危险比为12.7）。
"younger age , preterm birth , and low weight for age also were associated with apnea .",年轻年龄、早产和低体重年龄也与呼吸暂停相关联。
"after adjustment for the above risk factors , low serum albumin remained statistically associated with apnea ( OR , 4.4 ) .",经过上述风险因素的调整，低血清白蛋白仍与呼吸暂停相关（OR，4.4）。
risk for apnea was similar in infants with and without respiratory syncytial virus infection .,窒息风险在感染了呼吸道同步肌病毒的婴儿和未感染的婴儿之间相似。
"low serum albumin seems to be another warning sign for apnea risk in infants with bronchiolitis , along with prematurity and low weight for age .",低血清白蛋白似乎是婴儿支气管炎的另一个预警信号，除了早产和体重低于年龄之外。
"however , unfortunately the sensitivity of low serum albumin for predicting apnea is not great , as most children with low levels did not develop apnea .",然而，不幸的是，低血清白蛋白对预测呼吸暂停的敏感性并不大，因为大多数血清水平低的儿童并未发展出呼吸暂停。
the authors ( and I ) do not recommend routine monitoring of albumin in infants with bronchiolitis based on this study .,"the authors ( and I ) do not recommend routine monitoring of albumin in infants with bronchiolitis based on this study .

Chinese:

根据这项研究，作者（和我）不推荐对患有小儿支气管炎的婴儿进行常规监测。"
sponsoring Organization : British Society of Gastroenterology,赞助机构：英国胃肠病学会
IEE is also the most accurate imaging modality for diagnosing and staging gastric dysplasia and early cancer .,"IEE is also the most accurate imaging modality for diagnosing and staging gastric dysplasia and early cancer.

Chinese:

IEE是诊断胃畸形和早期癌症最准确的成像模式。"
grade the location and extent of AG and GIM as distal gastric ( affecting antrum or incisura ; low risk ) or proximal gastric ( affecting the body with or without the antrum and incisura ; high risk ) .,将AG和GIM的位置和范围评级为远端胃（影响胃或锥口；低风险）或近端胃（影响体或锥口；高风险）。
"perform endoscopic surveillance every 3 years in patients diagnosed with extensive AG or GIM ( i.e. , affecting the antrum and body ) , but not in patients with AG or GIM limited to the antrum ( unless there is a strong family history of gastric adenocarcinoma or persistent Helicobacter pylori ) .",诊断出广泛性AG或GIM（即影响胃黏膜下腺及胃体）的病人，每3年进行内窥镜监测，但对仅影响胃黏膜下腺的病人则不进行（除非有家族史或H. pylori的持续存在强烈家族史）。
sponsoring Organization : American Academy of Pediatrics and American Academy of Obstetricians and Gynecologists ( ACOG ),美国儿科学会和美国妇产科学会赞助机构：
guidelines to reduce neonatal infection with Group B Streptococcus ( GBS ) were first developed in 1996 and were most recently revised and updated in 2010 .,1996年首先制定了减少新生儿感染Group B Streptococcus（GBS）的指南，最近于2010年进行了修订和更新。
the current update is based on a review of epidemiology and practice standards .,当前的更新是基于对流行病学和实践标准的审查。
key Findings and Recommendations,"主要发现和建议

Chinese:

主要发现和建议"
intrapartum antibiotic prophylaxis is recommended for all women with positive screening cultures .,"intrapartum antibiotic prophylaxis is recommended for all women with positive screening cultures.

Chinese:

妇女如果筛查出阳性，建议她们在分娩期间都使用抗生素预防措施。"
this detailed document reviews updated epidemiology of neonatal GBS disease and provides guidance for the management of both pregnant women and infants with signs of sepsis in the newborn period .,这份详细的文件回顾了新生儿GBS疾病的流行病学，并提供了妇女和新生儿在新生儿期管理的指导。
daily data on mortality and air pollution were collected from 652 cities in 24 countries or regions .,"daily data on mortality and air pollution were collected from 652 cities in 24 countries or regions .

Chinese:

每日死亡率和空气污染数据来自24个国家或地区的652个城市。"
"the corresponding increases in daily mortality for the same change in PM2.5 concentration were 0.68 % ( 95 % CI , 0.59 to 0.77 ) , 0.55 % ( 95 % CI , 0.45 to 0.66 ) , and 0.74 % ( 95 % CI , 0.53 to 0.95 ) .",相应每日死亡率的提高与PM2.5浓度相同，分别为0.68％（95％置信区间，0.59至0.77），0.55％（95％置信区间，0.45至0.66）和0.74％（95％置信区间，0.53至0.95％）。
these associations remained significant after adjustment for gaseous pollutants .,这些关联在校正气体污染物后仍然很重要。
associations were stronger in locations with lower annual mean PM concentrations and higher annual mean temperatures .,在年平均PM浓度较低、年平均气温较高的地区，相关性较强。
these data reinforce the evidence of a link between mortality and PM concentration established in regional and local studies . ( Funded by the National Natural Science Foundation of China and others . ),这些数据加强了地区和局部研究中死亡率与PM浓度之间存在关联的证据。（由中国国家自然科学基金会等资助。）
"particulate matter ( PM ) , especially , arouses public health concerns because of its toxicity and the widespread human exposure to this pollutant .",颗粒物（PM）尤其引起公众的健康担忧，因为它的毒性以及人类普遍接触到这种污染物。
"PM , which includes inhalable particles with an aerodynamic diameter of 10 μm or less ( PM10 ) and fine particles with an aerodynamic diameter of 2.5 μm or less ( PM2.5 ) , is emitted from combustion sources or formed through atmospheric chemical transformation .","PM10 and PM2.5 refer to inhalable particles with an aerodynamic diameter of 10 μm or less, and fine particles with an aerodynamic diameter of 2.5 μm or less, respectively. They are emitted from combustion sources or formed through atmospheric chemical transformation.

Chinese:
PM10和PM2.5指的是可吸入颗粒物的空气动力直径为10微米或更小，以及细颗粒物的空气动力直径为2.5微米或更小，它们分别来自燃烧源或通过大气化学转化形成。"
"given the extensive evidence regarding their effects of health , the daily and annual mean concentrations of PM10 and PM2.5 are regulated according to the World Health Organization ( WHO ) Air Quality Guidelines4 and standards in major countries .",根据世界卫生组织（世卫组织）空气质量指南4和主要国家的标准，鉴于其对健康的广泛影响，PM10和PM2.5的日均浓度和年均浓度均受到规则。
"however , most evidence has been obtained from studies in single cities , regions , or countries , and there are challenges in comparing these results and in synthesizing effect estimates because of different modeling approaches and potential publication bias .",然而，大多数证据来自于对单个城市、地区或国家的研究，由于建模方法不同以及可能存在的出版偏差，在比较这些结果并综合效应估计方面存在挑战。
"these limitations can be addressed by performing international , multicenter studies that adopt the same analytic protocol and model specifications to estimate globally representative associations of PM10 and PM2.5 exposures with daily mortality .",通过在全球范围内进行国际性、多中心研究，采用相同的分析方案和模型规范来估计PM10和PM2.5暴露与日死亡率之间的关联，可以解决这些局限性问题。
"we obtained health and environmental data from the MCC database , which has been described previously.10,12",我们从MCC数据库获得了健康和环境数据，这个数据库之前已经被描述过10，12。
"the current analysis was limited to locations that had available data on air pollution ( 652 urban areas in 24 countries or regions , with the data covering the period from 1986 through 2015 ) ( Table S1 in the Supplementary Appendix , available with the full text of this article at NEJM.org ) .",本次分析仅限于那些拥有空气污染数据的地区（包括24个国家或地区的652个城市，数据覆盖了1986年至2015年的时间段）（表S1位于本文全文可在NEJM.org上找到的补充附录中）。
data on mortality were obtained from local authorities within each country .,数据来源于各个国家的地方当局。
we obtained daily data on PM10 in 598 cities and on PM2.5 in 499 cities .,我们获得了598个城市的日常PM10数据和499个城市的日常PM2.5数据。
data on both pollutants were available in 445 cities in 16 countries or regions .,数据显示，在16个国家或地区的445个城市中，两种污染物的数据都可以获得。
we also collected data on the daily mean temperature and daily mean relative humidity .,我们还收集了日平均温度和日平均相对湿度的数据。
"to avoid potential consequences of including outlying values of exposure data , we used trimmed data , in which the highest 5 % and lowest 5 % of PM10 and PM2.5 measurements were excluded.14",为了避免包含暴露数据的潜在后果，我们使用了修剪数据，其中PM10和PM2.5的最高5％和最低5％的测量值被排除在外。
we performed several sensitivity analyses .,我们进行了几次敏感性分析。
"third , we restricted the analyses to data available after the year 2000 .",第三，我们将分析限制在2000年之后的数据。
a P value of less than 0.05 was considered to indicate statistical significance .,"一个P值小于0.05被认为表示统计学意义。

Chinese:

一个P值小于0.05被认为表示统计学意义。"
more details are presented in the Methods section in the Supplementary Appendix .,详细信息参见补充附录的方法部分。
descriptive ANALYSES,分析性描述
"PM10 was strongly correlated with PM2.5 , with a mean Pearson correlation coefficient of 0.78 .",PM10与PM2.5相关性很强，平均皮尔逊相关系数为0.78。
"the mean Pearson correlation coefficients between PM10 and gaseous pollutants were 0.46 with nitrogen dioxide , 0.20 with ozone , 0.38 with sulfur dioxide , and 0.40 with carbon monoxide .",PM10与气态污染物之间的平均皮尔逊相关系数分别为0.46（二氧化氮）、0.20（臭氧）、0.38（二氧化硫）和0.40（一氧化碳）。
"the corresponding coefficients between PM2.5 and gaseous pollutants were 0.48 , 0.22 , 0.40 , and 0.45 .",PM2.5与气体污染物之间相应的系数为0.48、0.22、0.40和0.45。
other descriptive statistics and the correlations between daily mean PM concentrations and weather variables are summarized in the Results section in the Supplementary Appendix .,"其他描述性统计和日平均PM浓度与天气变量之间的相关性在结果部分的附录中进行了总结。

Chinese:
其他描述统计和日平均PM浓度与天气变量之间的相关性在结果部分的附录中进行了总结。"
regression ANALYSES,"regression ANALYSES

Chinese:

回归分析"
these moving averages were then applied in subsequent analyses .,这些移动平均值随后用于随后的分析。
"for both PM10 and PM2.5 , the associations were significant on lag 0 day and then attenuated substantially on lag 1 to 2 days ; the estimates of the associations were strongest on lag 0 to 1 day ( Table S4 in the Supplementary Appendix ) .",对于PM10和PM2.5，关联关系在延迟0天时非常显著，但在延迟1到2天后逐渐减弱；估计的关联关系在延迟0到1天之间最强（表S4在附加附件中）。
"estimates of the effect in France , Estonia , and Switzerland were close to the global median estimate of 0.46 % in association with PM10 concentration ; estimates of the effect in Switzerland and South Africa were close to the global median estimate of 0.80 % in association with PM2.5 concentration .",根據法國、愛沙尼亞和瑞士的估計，與PM10濃度有關聯的全球平均影響率為0.46％；與PM2.5濃度有關聯的全球平均影響率分別為瑞士和南非為0.80％。
"regional analyses indicated differences between areas ( Table S6 in the Supplementary Appendix ) , with higher estimates of the effect in the region of the Americas and smaller estimates in the Western Pacific region .",根据地区分析，各地区之间存在差异（表S6位于补充附录），美洲地区的估计效果较高，西太平洋地区的估计效果较小。
the slopes for both curves were steeper at concentrations lower than 40 μg per cubic meter for PM10 and lower than 20 μg per cubic meter for PM2.5 .,在PM10的浓度低于40微克每立方米和PM2.5的浓度低于20微克每立方米的情况下，这两条曲线的斜率都更加陡峭。
the slopes seemed to flatten at high ranges .,在高海拔地区，斜坡似乎变得平坦了。
sensitivity analyses confirmed these results .,敏感性分析确认了这些结果。
"finally , the analysis in which the subset of data since the year 2000 was used provided similar estimates .",最终，使用自2000年以来的数据子集的分析提供了类似的估计。
estimates based on nontrimmed PM data are provided in Table S8 in the Supplementary Appendix .,PM数据的非修剪估计提供在表S8中的附录。
"our study analyzed multisite data on air pollution and mortality in 652 cities across different countries and regions , although most countries and cities were in the northern hemisphere .",我们的研究分析了652个不同国家和地区的城市的空气污染和死亡率的多地数据，尽管大多数国家和城市位于北半球。
"the percentage increase in mortality for the same increase in PM10 concentration was 0.77 % in the Multicity Study of Air Pollution and Mortality in Latin America ( ESCALA ) , 8 0.55 % in the Public Health and Air Pollution in Asia ( PAPA ) study , 7 and 0.19 % in the reanalysis of the U.S. National Morbidity Mortality Air Pollution Study ( NMMAPS ) .21",在拉丁美洲城市空气污染与死亡研究（ESCALA）中，同等增加PM10浓度所导致的死亡率增加0.77%，在亚洲公众健康与空气污染研究（PAPA）中，同等增加PM10浓度所导致的死亡率增加0.55%，而在美国国家健康与空气污染研究（NMMAPS）的再分析中，同等增加PM10浓度所导致的死亡率增加0.19%。
"in addition , we found that the associations of mortality with PM concentrations were slightly stronger with PM2.5 than with PM10 in most countries and regions , which added to the evidence that PM2.5 accounted for a larger proportion of the effects of PM10 and PM2.5 combined.6",此外，我们发现在大多数国家和地区，死亡与PM浓度之间的关联稍微强于PM10，这表明PM2.5所占PM10和PM2.5总量影响的比例更大。6
the stronger effects of PM2.5 may also be supported by the abundant evidence that this particulate fraction contains more small particles that can absorb toxic components from the air and penetrate deep into the lungs.24,PM2.5 的更强烈作用可能也得到了大量证据的支持，这种微粒含量更多，能够吸收空气中的有毒成分并深入肺部。
"furthermore , the higher proportion of young people in developing countries may decrease population susceptibility to PM , and less outdoor activity during days with high pollution levels may decrease exposure .",此外，发展中国家年轻人的比例较高可能会降低人口对颗粒物的易感性，而当污染水平较高时，室外活动的减少可能会降低暴露程度。
"however , associations estimated for extreme PM concentrations are characterized by wider confidence intervals , with greater uncertainty about the actual mortality risk at such values .",然而，对极端PM浓度估计的关联具有较宽的置信区间，在这些值上实际死亡风险的不确定性更大。
we found significant evidence of spatial heterogeneity in the associations between PM concentration and daily mortality across countries and regions .,我们发现了显著的空间异质性关联，即不同国家和地区之间PM浓度与日死亡率的关联存在差异。
"we also found that higher annual mean concentrations of PM10 and PM2.5 were accompanied by weaker associations with daily mortality , a finding that has been reported in previous studies.16,25","我们还发现，较高的年均PM10和PM2.5浓度伴随着较弱的日死亡率相关性，这一发现与先前的研究结果相符。16,25"
"the estimates of the association between PM and mortality in some countries ( e.g. , France , Finland , Sweden , and the United Kingdom ) were smaller and not significant .",在一些国家（如法国、芬兰、瑞典和英国），PM与死亡率之间的估计值较小，并且没有显著性。
"these countries had fewer cities included and shorter periods evaluated , which may increase the statistical uncertainty in the estimation of the effect .",这些国家的城市数量较少，考核周期较短，这可能会增加对效果估计的统计不确定性。
more interpretations on this issue are provided in the Discussion section in the Supplementary Appendix .,在补充附录的讨论部分，提供了有关这个问题的更多解释。
this study has several limitations .,"This study has several limitations.

Chinese:

这项研究有几个局限性。"
"first , although the analysis included 24 major countries and regions on six continents , our findings cannot be interpreted as fully globally representative because the 652 cities were mainly located in East Asia , Europe , and North America , with a smaller number of cities in Latin America and Africa .",虽然我们的研究包括了六大洲24个主要国家和地区，但由于652个城市主要分布在东亚、欧洲和北美，而拉丁美洲和非洲的城市数量较少，因此我们的研究结果并不能被完全解释为全球代表性研究。
"fourth , there are some missing data , but their influence on our estimates was not substantial ( see the Discussion section and Table S9 in the Supplementary Appendix ) .","第四，有一些缺失的数据，但它们对我们的估计影响不大（见讨论部分和表S9在补充附录）。

Chinese:
第四，有一些缺失的数据，但它们对我们的估计影响不大（见讨论部分和表S9在补充附录）。"
this study indicated independent associations of PM10 and PM2.5 concentrations with daily mortality after adjustment for gaseous pollutants .,这项研究表明了 PM10 和 PM2.5 浓度与每日死亡率之间的独立关联，经过气体污染物调整后。
the role of assessment of myocardial viability in identifying patients with ischemic cardiomyopathy who might benefit from surgical revascularization remains controversial .,"The role of assessing myocardial viability in identifying patients with ischemic cardiomyopathy who might benefit from surgical revascularization remains controversial.

Chinese:

对冠心病患者术前评估心肌活性的作用仍存在争议。"
"furthermore , although improvement in left ventricular function is one of the goals of revascularization , its relationship to subsequent outcomes is unclear .",此外，尽管左心室功能的改善是血管重建的目标之一，但其与随后的结果之间的关系仍不清楚。
patients were randomly assigned to undergo CABG and receive medical therapy or to receive medical therapy alone .,病人被隨機分配給行動CABG並接受醫療治療或僅接受醫療治療。
the primary end point was death from any cause .,主要终点是死亡，无论是什么原因。
"however , no significant interaction was observed between the presence or absence of myocardial viability and the beneficial effect of CABG plus medical therapy over medical therapy alone ( P = 0.34 for interaction ) .",然而，在CABG加上药物治疗与仅药物治疗之间并没有观察到心肌可活性的显著相互作用（相互作用P值为0.34）。
"an increase in left ventricular ejection fraction was observed only among patients with myocardial viability , irrespective of treatment assignment .",在有心肌活力的病人中，不论治疗方案，左心室排出量增加都是观察到的。
there was no association between changes in left ventricular ejection fraction and subsequent death .,"There was no association between changes in left ventricular ejection fraction and subsequent death.

Chinese:

左心室射血分数的变化与随后的死亡无关。"
"ischemic heart disease is the most common and most lethal cause of heart failure.1,2","心肌缺血性心脏病是导致心脏衰竭最常见和最致命的疾病。1,2"
it is also the only cause of left ventricular dysfunction that is amenable to the benefit of surgical revascularization .,它也是唯一一种可以通过手术血管重建来改善左心室功能障碍的原因。
"the STICH trial was a prospective , multicenter , randomized , nonblinded trial sponsored by the National Heart , Lung , and Blood Institute ( NHLBI ) of the National Institutes of Health .",STICH试验是一项由美国国家心脏、肺脏和血液研究所（NHLBI）赞助的前瞻性、多中心、随机、非盲目的试验。
"in this trial , 1212 patients with coronary artery disease who had a left ventricular ejection fraction of 35 % or lower were enrolled during the period from 2002 through 2007 .",在这项试验中，2002年至2007年期间共有1212名冠状动脉疾病患者，左心室射血分数为35%或更低的患者被纳入研究。
the trial was performed to test the hypothesis that CABG in combination with appropriate medical therapy would result in better survival outcomes than appropriate medical therapy alone .,这项试验旨在检验CABG结合适当的医疗治疗会导致比仅用适当的医疗治疗更好的生存结果的假设。
"a complete list of inclusion and exclusion criteria is provided in Table S1 in the Supplementary Appendix , available with the full text of this article at NEJM.org .",在本文的补充附件中提供了包括和排除标准的完整列表，这些标准可在 NEJM.org 上找到。
"the NHLBI and the ethics committee at each participating center approved the trial protocol , available at NEJM.org .",NHLBI和每个参与中心的道德委员会均批准了试验方案，可在NEJM.org上查看。
"the design of the STICH trial and the results of the analysis of the primary hypothesis have been reported previously.3,4,13","此前已经报告过STICH试验的设计和主要假设结果分析。3,4,13"
"although tests to assess myocardial viability were initially mandated as part of the STICH protocol , this requirement was discontinued because of difficulties in patient enrollment .",虽然最初的STICH协议要求进行心肌活性测试，但由于患者入组困难而取消了这一要求。
"hence , only a proportion of patients enrolled in the STICH trial were included in the myocardial viability substudy .",因此，只有少数患者参加了 STICH 试验，并只有少数患者参加了心肌活力子研究。
the current study was designed by the first author and was approved by the policy and publications committee of the STICH trial .,本研究由第一作者设计，经STICH试验政策与出版委员会批准。
the clinical and outcomes data were collected by personnel at the participating sites and were sent directly to the data coordinating center at the Duke Clinical Research Institute .,研究临床和结果数据由参与研究的地方的人员收集，并直接发送给数据协调中心杜克临床研究所。
"the images obtained for myocardial viability and other noninvasive studies were sent from the participating sites to the respective independent core laboratories , where they were evaluated ; the resultant data were then sent to the data coordinating center .",我的心肌活力和其他非侵入性研究的图像已经从参与网站发送到各自的独立核心实验室，在那里进行了评估；然后，结果数据被发送到数据协调中心。
"the data coordinating center stored the data , and the statisticians at the Duke Clinical Research Institute ( the second and third authors ) wrote the statistical analysis plan and conducted the data analyses .",数据协调中心储存了数据，杜克临床研究所的统计学家（第二和第三位作者）制定了统计分析计划并进行了数据分析。
all the authors vouch for the accuracy and completeness of the data and for the fidelity of the study to the protocol .,所有作者都能够保证数据的准确性和完整性，并且能够保证研究与方案的一致性。
"the first draft of the manuscript was written by the first author , and all the authors reviewed and revised subsequent drafts .",第一稿由第一作者撰写，所有作者审阅并修订了随后的草稿。
the manuscript was reviewed and approved for submission by the policy and publications committee of the STICH trial and by the NHLBI .,这份手稿经过STICH试验的政策和出版委员会审查并获得提交批准，并经过NHLBI审核。
assessment OF MYOCARDIAL VIABILITY,评估我心肌的活力
data collection for and analysis of the SPECT and dobutamine echocardiographic studies were coordinated at independent core laboratories that were funded by the NHLBI ; investigators at each laboratory were unaware of the treatment assignments and the individual characteristics of the patients .,数据收集和SPECT和Dobutamine超声心动图研究的分析由NHLBI资助的独立核心实验室协调进行；每个实验室的研究人员都不知道治疗分配和患者的个人特征。
"details of the imaging protocols used to identify and quantify viable myocardium have been published previously.5,14","以前已经发布了关于如何确定和量化可生存心肌的成像协议的细节。5,14"
"in brief , thresholds of the extent of viable myocardium were prespecified to classify patients in a binary fashion as either having or not having substantial myocardial viability .",简言之，可生存心肌的阈值事先是给定的，以二元方式将患者分为具备或不具备大量可生存心肌的。
"for SPECT , patients with viability were defined as those with 11 or more viable segments on the basis of relative tracer activity .",对于SPECT，活力患者的定义是相对放射性活性物质的11个或更多可活力段。
"for dobutamine echocardiography , patients with viability were defined as those with 5 or more segments with abnormal resting systolic function but manifesting contractile reserve during dobutamine administration .",对于多巴胺超声心动图，被定义为具有5个或5个以上异常静搏功能的患者，但在多巴胺给药期间表现出收缩备用。
"in addition , we analyzed myocardial viability as a continuous variable by computing the proportion of viable segments relative to the number of segments analyzed for each individual patient.5,14","此外，我们还将心肌活力作为一个连续变量进行了分析，计算出每个患者相对于所分析的段落数量的可生存段落的比例。5,14"
assessment OF LEFT VENTRICULAR FUNCTION,"Left ventricular function refers to the ability of the left ventricle of the heart to pump blood. The left ventricle is the chamber of the heart that is responsible for pumping oxygenated blood from the lungs to the rest of the body.

中文：

左心室功能评估是指左心房对血液泵功能的能力。左心房是心脏负责从肺部将充满氧气的血液泵入全身其他部位的室壁。"
"the study protocol specified that patients had to undergo echocardiography , radionuclide scanning , or cardiac magnetic resonance imaging at baseline and at 4 months after randomization .",研究方案指定患者必须在随机分配的基线和4个月后进行超声心动图、放射性核素扫描或心脏磁共振成像。
details of the methods of assessment of left ventricular volume at each independent core laboratory have been reported previously.15,之前已经报告过每个独立核心实验室对左心室体积的评估方法的细节。15
"when more than one imaging method was used for a patient at a single time point , we used a prespecified hierarchical algorithm that was based on the quality of each of the imaging studies to determine the best available method for measurement of the left ventricular ejection fraction.15",当一个病人在一个时间点上使用了多种成像方法时，我们使用了一种预先规定的基于每种成像研究质量的分层算法来确定左心室射血分数的最佳测量方法。
"after enrollment , patients were followed every 4 months during the first year and every 6 months thereafter .",在入学后，病人每4个月在第一年内跟踪一次，此后每6个月跟踪一次。
the primary outcome was death from any cause .,主要结局是死于任何原因。
secondary end points were death from cardiovascular causes and a composite of death from any cause or hospitalization for cardiovascular causes .,继续性指标包括心血管原因死亡和任何原因死亡或心血管原因住院的综合情况。
definitions of the trial end points have been reported previously.13,之前已经报告了审判终点的定义。13
"other assessments included the difference between patients who had myocardial viability and those who did not with respect to the incidence of death from any cause and the incidence of death from cardiovascular causes ; the interaction between treatment assignment and myocardial viability status with respect to death from any cause , death from cardiovascular causes , and a composite of death from any cause or hospitalization for cardiovascular causes ; the difference between patients who had improvement in left ventricular ejection fraction and those who did not , among patients who were alive at 4 months , with respect to subsequent death from any cause and death from cardiovascular causes ; and the interaction between improvement in left ventricular ejection fraction and myocardial viability status with respect to death from any cause and death from cardiovascular causes .",其他评估包括心肌可活性与否患者的死亡率及心血管死亡率差异；治疗分配与心肌可活性状态交互作用与死亡率、心血管死亡率有关，死亡率或心血管住院率差异；存活4个月的患者中左心室射血分数改善与否患者随后死亡率及心血管死亡率的差异；左心室射血分数改善与心肌可活性状态的交互作用与死亡率和心血管死亡率有关。
a generalized linear model was used to assess differences in the change in left ventricular ejection fraction in various subgroups of patients .,一般化線性模型被用來評估不同患者群體中左室射血分數改變的差異。
all generalized linear models included the baseline value of left ventricular ejection fraction as a covariate .,所有广义线性模型都包括了左心室射血分数的基线值作为协变量。
"because the study protocol did not include a method for adjusting for multiplicity in testing , summary statistics are limited to point estimates and 95 % confidence intervals .","This is because the study protocol did not include a method for adjusting for multiplicity in testing, so summary statistics are limited to point estimates and 95% confidence intervals."
"the widths of the intervals were not adjusted for multiplicity ; therefore , the intervals should not be viewed as evidence for significant associations or treatment effects .","Interval widths were not adjusted for multiplicity, so the intervals should not be interpreted as evidence for significant associations or treatment effects."
P values of less than 0.05 were considered to indicate statistical significance .,"P values of less than 0.05 were considered to indicate statistical significance.

中文：

P值小于0.05被认为表明统计学意义。"
study POPULATION AND THE EFFECT OF CABG,研究人口和CABG的影响
"of the 1212 patients enrolled in the STICH trial , 601 patients who underwent myocardial viability testing met the inclusion criteria for the substudy .",在STICH实验中共有1212名患者，601名经过心肌活性测试符合副研究的入选标准。
the baseline characteristics of the 1212 patients overall and according to whether they underwent viability testing are shown in Table S2 in the Supplementary Appendix .,表S2中的1212位病人的基线特征，根据是否进行过可活性测试进行了分类。
outcomes IN PATIENTS WITH AND THOSE WITHOUT MYOCARDIAL VIABILITY,结果表明，肌梗死患者与非肌梗死患者的病情转归情况并无明显差异。
"among the 601 patients , 487 ( 81 % ) were considered to have myocardial viability , as defined in the protocol .",在601名病人中，487名（81％）被认为具有心肌存活能力，根据协议的定义。
the remaining 114 patients ( 19 % ) were classified as not having viability .,剩余的114名病人（19%）被归类为无生命力。
Table 1 lists the demographic and clinical characteristics of the patients overall and according to the presence or absence of myocardial viability .,表1列出了患者总体及根据心肌可活性存在或缺失情况的人口学和临床特征。
"although CABG plus medical therapy was associated with a lower incidence of death from any cause than medical therapy alone ( Figure 1A ) , the interaction between the presence or absence of myocardial viability and the beneficial effect of CABG plus medical therapy over medical therapy alone was not significant ( P = 0.34 ) ( Figure 1B and 1C ) .",尽管CABG加上医疗疗法与仅有医疗疗法相比，死于任何原因的发生率较低(图1A)，但心肌可活性相关因素对CABG加上医疗疗法超越仅有医疗疗法的有益影响并不显著(P=0.34)(图1B与1C)。
