,English,Chinese,Reference,BLEU,Dictionary Accuracy
2575,overall Survival,['总体生存'],总 生存期,0.0,1.0
2576,overall Survival,['总体生存'],总体 生存,0.18202493388565633,1.0
2577,the first interim analysis for overall survival occurred after 200 deaths were observed ( 83 in the apalutamide group and 117 in the placebo group ) .,"['总生存的第一次临时分析发生在200人死亡(阿帕卢塔米德群体83人, placebo群体117人)之后。']",研究者 观察 到 200 例 死亡 ( 阿帕鲁胺 组 83 例 和 安慰剂 组 117 例 ) 后 对 总 生存期 进行 了 第一次 期中 分析 .,0.11908811960100457,0.8666666666666666
2578,"the overall survival percentage at 24 months was 82.4 % in the apalutamide group and 73.5 % in the placebo group ( hazard ratio for death , 0.67 ; 95 % CI , 0.51 to 0.89 ; P = 0.005 ) , and there was a 33 % lower risk of death in the apalutamide group ( Figure 2A ) .","['24个月的总生存率为 apalutamide 群体的 82.4% 和 placebo 群体的 73.5% (死亡风险比例, 0.67 ; 95 % CI, 0.51 至 0.89 ; P = 0.005 ),并且在 apalutamide 群体中死亡风险低于 33% ( 图 2A ) 。']","在 阿帕鲁胺 组 和 安慰剂 组中 , 24 个 月 时 的 总 生存率 分别 为 82.4% 和 73.5% ( 死亡 的 风险 比 , 0.67 ; 95% CI , 0.51 ~ 0.89 ; P = 0.005 ) , 阿帕鲁胺 组 的 死亡 风险 比 安慰剂 组低 33% ( 图 2A ) .",0.3927965902678388,0.6909090909090909
2579,"the treatment effect on overall survival consistently favored apalutamide over placebo , with no significant difference in the effect of apalutamide according to disease volume ( Figure 2B ) .","['治疗对总体生存的影响,阿帕卢塔米德连续受益于 placebo,根据疾病量,阿帕卢塔米德的影响没有显著差异(图2B)。']","阿帕鲁胺 对 总 生存期 的 疗效 均 优于 安慰剂 , 阿帕鲁胺 的 疗效 未因 疾病 容量 不同 而 有 显著 差异 ( 图 2B ) .",0.23090709584253208,0.6619047619047619
2580,other CLINICALLY RELEVANT END POINTS,['其他临床相关终点'],其他 临床 相关 终点,0.4072707500805513,
2581,a total of 87 patients in the apalutamide group and 190 in the placebo group received subsequent treatment for prostate cancer ( first subsequent therapies are shown in Table S3 in the Supplementary Appendix ) .,['总共有87名阿帕洛塔米德病人和190名 placebo病人接受了前列腺癌的后续治疗(第一次后续治疗在附件中的S3表中显示)。'],共有 阿帕鲁胺 组 87 例 患者 和 安慰剂 组 190 例 患者 接受 了 前列腺癌 后续 治疗 ( 第一种 后续 治疗 见 补充 附录 表 S3 ) .,0.17216073608379273,0.7454545454545454
2582,there were few events of symptomatic local progression and no substantial difference between the two groups in the time to symptomatic local progression ( Table 2 ) .,"['有很少的症状局部进展事件,并且在症状局部进展时,两组之间没有显著的差异(图2)。']","在 本 试验 中 , 有 症状 的 局部 进展 事件 很少 , 在 至 有 症状 的 局部 进展 的 时间 方面 , 两组 无 显著 差异 ( 表 2 ) .",0.19380644097348862,0.8333333333333334
2583,"Table 3 presents a summary of adverse events , and Table 4 shows the most common adverse events of any cause that occurred from the time of the first dose of the trial intervention through 30 days after the last dose .","['图3显示了副作用的概述,图4显示了从试验干预的第一次剂量到最后剂量后30天发生的任何原因最常见的副作用。']","表 3 总结 了 不良 事件 , 表 4 列出 了 从 试验 干预 首次 给 药至 末次 给 药后 30 日 期间 , 患者 最 常见 的 不良 事件 ( 不 考虑 原因 ) .",0.18653692579040382,0.4954545454545455
2584,frequencies of grade 3 or 4 events ( 42.2 % in the apalutamide group and 40.8 % in the placebo group ) and of serious adverse events ( 19.8 % in the apalutamide group and 20.3 % in the placebo group ) did not differ substantially between the two groups .,['3级或4级事件的频率( apalutamide 组中的 42.2 % 和 placebo 组中的 40.8 % )以及严重的副作用( apalutamide 组中的 19.8 % 和 placebo 组中的 20.3 % )在两组之间没有显著的差异。'],两组 的 3 级 或 4 级 事件 发生率 ( 阿帕鲁胺 组 42.2% 和 安慰剂 组 40.8% ) 以及 严重 不良 事件 发生率 ( 阿帕鲁胺 组 19.8% 和 安慰剂 组 20.3% ) 无 显著 差异 .,0.22067056415169217,0.4259259259259259
2585,adverse events led to discontinuation in 42 patients ( 8.0 % ) in the apalutamide group and 28 ( 5.3 % ) in the placebo group ( Table S4 in the Supplementary Appendix ) .,['副作用导致42名患者(8.0%)在阿帕卢塔米德群体和28名患者(5.3%)在 placebo群体中停止(附件中的S4表)。'],阿帕鲁胺 组 42 例 患者 ( 8.0% ) 和 安慰剂 组 28 例 患者 ( 5.3% ) 出现 了 导致 停止 试验 干预 的 不良 事件 ( 补充 附录 表 S4 ) .,0.2341773140374875,0.5416666666666666
2586,a total of 10 patients ( 1.9 % ) in the apalutamide group and 16 ( 3.0 % ) in the placebo group died as the result of an adverse event ( Table S5 in the Supplementary Appendix ) .,['总共10名患者(1.9%)在阿帕卢塔米德群体和16名患者(3.0%)在 placebo群体死于副作用(附件中的S5表)。'],共有 阿帕鲁胺 组 10 例 患者 ( 1.9% ) 和 安慰剂 组 16 例 患者 ( 3.0% ) 因 不良 事件 死亡 ( 补充 附录 表 S5 ) .,0.22287307631250064,0.70625
2587,"rash of any grade was more common among patients who received apalutamide than among those who received placebo ( 27.1 % vs. 8.5 % ) ( Table 4 ) , and the most common adverse event of grade 3 or higher that was considered by the investigator to be related to apalutamide was rash of any type ( 6.3 % ) .","['任何程度的发作在接受阿帕卢塔米德的患者中更为常见,而在接受 placebo 的患者中( 27.1 % 与 8.5 % )(图 4 ),并且研究人员认为与阿帕卢塔米德相关的3级或更高的最常见的副作用是任何类型的发作( 6.3 % )。']","阿帕鲁胺 组 患者 的 皮疹 发生率 高于 安慰剂 组 患者 ( 27.1% vs . 8.5% ) ( 表 4 ) , 研究者 认为 与 阿帕鲁胺 相关 的 最 常见 3 级 或 更 高级别 不良 事件 为 皮疹 ( 6.3% ) .",0.1666982577852108,0.47000000000000003
2588,hypothyroidism was reported by 6.5 % of the patients in the apalutamide group and 1.1 % of those in the placebo group ( Table 4 ) ; all events were grade 1 or 2 .,['甲状腺甲状腺炎被报告为阿帕卢塔米德群体的患者的6.5%和 placebo群体的患者的1.1%(图4);所有事件都是1级或2级。'],阿帕鲁胺 组 6.5% 的 患者 和 安慰剂 组 1.1% 的 患者 报告 了 甲状腺 功能 减退 ( 表 4 ) ; 严重 程度 均 为 1 级 或 2 级 .,0.24649406591311848,0.5354166666666667
2589,ischemic heart disease was reported in 4.4 % of the patients in the apalutamide group and 1.5 % of those in the placebo group ; ischemic events led to death in two patients in each group .,['伊斯基米心脏病被报告在 apalutamide 群体中的 4.4% 和 placebo 群体中的 1.5 % 患者中; 伊斯基米事件导致每个群体中的 2 名患者死亡。'],阿帕鲁胺 组 4.4% 的 患者 和 安慰剂 组 1.5% 的 患者 报告 了 缺血性 心脏病 ; 缺血 事件 导致 每组 2 例 患者 死亡 .,0.12694186416323763,0.47222222222222215
2590,a post hoc analysis that accounted for the competing risk of death further supported the preplanned analyses presented in this article ( Table S6 in the Supplementary Appendix ) .,['对竞争死亡风险的后期分析进一步支持本文提交的预先规划分析(附件中的表 S6 )。'],"我们 在 考虑 死亡 的 竞争 风险 的 情况 下 进行 了 一项 事后 分析 , 其 结果 支持 本文 中 给出 的 预先计划 的 分析 ( 补充 附录 表 S6 ) .",0.15943679748945666,0.8333333333333334
2591,apalutamide plus ADT also resulted in a higher percentage of patients in whom undetectable PSA levels were achieved and a longer time to PSA progression than placebo plus ADT .,"['Apalutamide 加上 ADT 也导致患者的百分比较高,其中无法检测的 PSA 水平达到,并且比 placebo 加上 ADT 的 PSA 进展时间更长。']","与 安慰剂 + ADT 组 相比 , 在 阿帕鲁胺 + ADT 组中 , PSA 水平 达到 不可 测 的 患者 比例 较 高 , 至 PSA 进展 的 时间 较长 .",0.1830709546436505,0.6825396825396826
2592,"for example , although all the patients acknowledged the survival benefit of docetaxel during informed consent , only 10.7 % had received previous docetaxel therapy before trial enrollment .","['例如,虽然所有患者在已知同意期间都承认了Docetaxel的生存效益,但只有10.7%在试验登记前接受了以前的Docetaxel治疗。']","例如 , 在 完成 知情 同意 程序 的 过程 中 , 所有 患者 均 确认 其 知晓 多西 他赛 的 生存 获益 , 但 只有 10.7% 在 试验 入 组前 接受 过多西 他赛 治疗 .",0.2789040640739613,0.71875
2593,this probably reflects perceived patient fitness for docetaxel and differences in patient choice or care approaches .,['这可能反映了患者对docetaxel的感知健身和患者选择或护理方法的差异。'],"这 很 可能 反映 出 患者 健康状况 是否 适合 使用 多西 他赛 , 以及 患者 意愿 或 治疗 方法 的 差异 .",0.17053318177303597,0.3
2594,"however , the consistency of clinical benefit of apalutamide across all subgroups is reassuring .","['然而,在所有子群中,阿帕卢塔米德的临床益处的一致性是令人安慰的。']","然而 , 阿帕鲁胺 在 所有 亚组 中 显示 出 一致 的 临床 益处 , 这 一点 令人 放心 .",0.18013087871307099,0.625
2595,adverse events were generally consistent with the known safety profile of apalutamide .,"['一般情况下,不良事件与阿帕卢塔米德的已知安全资料一致。']",不良 事件 与 阿帕鲁胺 的 已知 安全性 特征 相符 .,0.1599739332222968,0.4444444444444444
2596,"rash that was related to treatment with apalutamide was common and was typically managed with antihistamines and topical glucocorticoids , dose interruption , and dose reduction ( see the Results section in the Supplementary Appendix ) .","['与 apalutamide 治疗相关的发作是常见的,通常用抗histamines 和当地的 glucocorticoids, 剂量中断, 和 剂量减少 ( 参见补充附件的结果部分 ) 。']","与 阿帕鲁胺 有关 的 皮疹 常见 , 一般 可 采用 抗 组胺 药 和 外用 糖 皮质激素 , 中断 用药 和 降低 剂量 的 方式 控制 ( 见 补充 附录 "" 结果 "" 部分 ) .",0.12990228291704212,0.75
2597,hypothyroidism was mild to moderate ; the condition was monitored according to thyrotropin level and managed with levothyroxine .,"['甲状腺炎是轻到温和的;根据甲状腺素水平进行监测,并用 levothyroxine 管理。']","甲状腺 功能 减退 为 轻至 中度 ; 根据 促 甲状腺素 水平 进行 监测 , 使用 左 甲状腺素 进行 治疗 .",0.28619491414304715,0.6194444444444445
2598,the differences in the incidence of falls and fractures between the apalutamide group and the placebo group were smaller in the TITAN trial than in the SPARTAN trial.20,"['在TITAN试验中,阿帕卢塔米德群体和 placebo群体之间的跌倒和裂缝的发病率差异比在SPARTAN试验中较小。']","与 SPARTAN 试验 相比 , 在 TITAN 试验 中 , 阿帕鲁胺 组 和 安慰剂 组 之间 的 跌倒 和 骨折 发生率 差异 较 小 20 .",0.2953814288026702,0.6333333333333333
2599,"as brain stimulation devices and procedures proliferate on the market and enter popular discourse , patients are likely to ask clinicians about using these for clinical treatments and even cognitive enhancement .","['由于大脑刺激设备和程序在市场上繁殖,并进入受欢迎的演讲,患者可能会问诊所医生如何使用这些用于临床治疗,甚至认知增强。']","随着 市场 上脑 刺激 设备 和 操作 的 激增 及 进入 大众 话语 , 患者 可能 会 向 临床 医师 询问 如何 使用 这些 设备 进行 临床 治疗 , 甚至 增强 认知 能力 .",0.2723168248538113,1.0
2600,how these procedures might increase creativity is uncertain .,['这些程序如何提高创造力是不确定的。'],这些 操作 如何 增强 创造力 仍 未 明确 .,0.10449792084249938,0.6666666666666666
2601,competing hypotheses favor heightened activity in left prefrontal and anterior cingulate cortices .,['竞争假设有利于在左前线和前线甲状腺中增加的活动。'],竞争性 假设 支持 左侧 前额 皮质 和 前 扣带回 皮质 的 活动 增强 .,0.11838099280418425,0.625
2602,the reverse pattern of anodal vs. cathodal stimulation ( L + R- ),['反向安道尔与天主教刺激的模式(L + R- )'],• 阳极 刺激 和 阴极 刺激 的 相反 模式 ( L + R - ) .,0.475990569886009,1.0
2603,sham stimulation,['Sham 刺激'],• 假 刺激 .,0.11133131628989178,0.5
2604,participants were unable to distinguish active from sham stimulation .,['参与者无法区分活跃与羞耻刺激。'],参与者 无法 区分 有效 刺激 和 假 刺激 .,0.19635990777207155,0.36666666666666664
2605,these intriguing findings bear replication .,['這些令人興奮的發現帶來反應。'],这些 引人关注 的 研究 结果 需要 验证 .,0.08920683787833585,0.25
2606,stay tuned .,['保持沉默。'],让 我们 一起 关注 .,0.0,0.0
2607,a large observational study suggests exposure to artificial light at night while sleeping raises risk for obesity .,"['大型观测研究表明,夜间暴露于人工光,而睡眠会增加肥胖的风险。']","一项 大型 观察 性 研究 提示 , 夜间 睡眠 时 的 人工 照明 会 增加 肥胖 发生 风险 .",0.18195783202028334,0.7492063492063492
2608,animal and limited human data indicate that exposure to artificial light at night ( ALAN ) contributes to obesity .,"['动物和有限的人类数据表明,夜间暴露于人工光(ALAN)有助于肥胖。']","动物 和 有限 的 人类 数据 表明 , 夜间 人工 照明 ( ALAN ) 会 促发 肥胖 .",0.5148153785591506,0.9
2609,"baseline mean BMI progressively increased with ALAN exposure , from 27.0 kg / m2 ( C1 and C2 ) to 29.2 ( C4 ) .","['基线平均BMI与ALAN曝光逐渐增加,从27.0kg/m2(C1和C2)到29.2(C4)。']","基线 平均 BMI 随着 ALAN 的 增加 而 逐步 增加 , 从 27.0 kg / m2 ( C1 和 C2 ) 增加 至 29.2 kg / m2 ( C4 ) .",0.5447902779644208,0.5333333333333333
2610,"in analysis adjusted for several covariables , having any ALAN exposure was associated with higher prevalence of obesity at baseline ( prevalence ratio , 1.03 ) .","['在分析中,适用于多种可变物,有任何ALAN曝光与基因肥胖率较高的发病率有关(发病率, 1.03)。']","在 针对 几项 协 变量 进行 校正 的 分析 中 , 任何 ALAN 均 与 基线 时较 高 的 肥胖 患病率 相关 ( 患病率 比 , 1.03 ) .",0.18850435266355156,0.6547619047619048
2611,"exposure to ALAN may suppress melatonin production , disrupting circadian rhythms .","['对ALAN的曝光可能会抑制<unk>素产量,干扰循环节奏。']","ALAN 可能 抑制 褪 黑 激素 的 生成 , 扰乱 昼夜节律 .",0.10414883691956521,0.6133333333333333
2612,"in prediabetic adults with mostly normal vitamin D levels , supplementation did not affect rates of progression to diabetes .","['在大多数正常维生素D水平的糖尿病前成年人中,补充剂没有影响糖尿病进展率。']","在 维生素 D 水平 基本 正常 的 糖尿病 前期 成人 中 , 补充 维生素 D 未 影响 进展 为 糖尿病 的 发生率 .",0.1966063203069734,1.0
2613,"low vitamin D levels have been associated with excess risk for developing type 2 diabetes , but proof of a causal relation is lacking .","['低维生素D水平已与患2型糖尿病的过度风险有关,但缺乏因果关系的证据。']","维生素 D 水平 低 与 患 2 型 糖尿病 的 超额 危险度 相关 , 但 目前 缺乏 因果关系 证据 .",0.37474632762314025,0.7777777777777777
2614,"now , in the largest randomized trial to date , about 2400 U.S. adults with prediabetes received 4000 IU of vitamin D3 or placebo daily .","['目前,在迄今为止最大的随机试验中,约有2400名患有糖尿病的美国成年人每天接收了4000 IU的维生素D3或 placebo。']","如今 , 在 迄今 最 大规模 的 随机 试验 中 , 约 2 , 400 名 糖尿病 前期 的 美国 成人 接受 了 每日 4 , 000 IU 维生素 D3 或 安慰剂 .",0.3008912543652346,0.5833333333333333
2615,mean 25 ( OH ) D level increased to ≈ 50 ng / mL in the supplemented group and was unchanged in the placebo group .,['平均 25 (OH ) D 水平在补充组中增加到 ≈ 50 ng / mL 并且在 placebo 组中不变。'],"补充 组 的 平均 25 ( OH ) D 水平 增加 至约 50 ng / mL , 安慰剂 组无 变化 .",0.3973072807496684,0.5333333333333333
2616,"we still have no compelling evidence that vitamin D supplementation will prevent type 2 diabetes ; thus , supplements should not be recommended for this purpose in prediabetic patients with normal vitamin D levels .","['我们仍然没有强迫的证据,维生素D补充将防止2型糖尿病;因此,补充剂不应该在正常维生素D水平的糖尿病前患者推荐为此目的。']","我们 仍 无 确实 证据 证明 补充 维生素 D 可 预防 2 型 糖尿病 ; 因此 , 对于 维生素 D 水平 正常 的 糖尿病 前期 患者 , 我们 不 应为 此 推荐 补充剂 .",0.29534585810925035,0.8333333333333335
2617,the protocol was modified after enrollment of 88 patients to allow patients to have previously received docetaxel for HSMPC .,"['该协议在88名患者注册后被修改,以便允许患者提前接受Docetaxel为HSMPC。']","研究 方案 在 纳入 88 例 患者 之后 做出 了 修正 , 允许 纳入 因 HSMPC 接受 过多西 他赛 治疗 的 患者 .",0.11547779022974702,0.6666666666666666
2618,these results were not affected by volume of disease or prior use of docetaxel .,['这些结果没有受到疾病量或以前使用Docetaxel的影响。'],这些 结果 不 受 肿瘤 体积 或 既往 多西 他赛 用药 情况 的 影响 .,0.14152224983494727,0.25
2619,"at 3 years , the percentage of patients still receiving a trial regimen was 62 % in the enzalutamide group and 34 % in the control group .","['3岁时,仍在接受试验计划的患者的百分比为Enzalutamide群体的62%,控制群体的34%。']","3 年时 , 恩杂 鲁胺 组 和 对照组 中 仍 在 接受 试验 治疗 方案 的 患者 百分比 分别 为 62% 和 34% .",0.213167813782994,0.25
2620,fatigue and seizures were more common with enzalutamide .,['疲劳和麻烦更常见于Enzalutamide。'],恩杂 鲁胺 组中 疲劳 和 惊厥 发作 的 发生率 高于 对照组 .,0.11659642302824128,0.3333333333333333
2621,"the authors note that the effect of enzalutamide on OS appeared smaller in the subgroup receiving prior docetaxel , but that the study was not powered to address this issue .","['作者指出,在接收前docetaxel的子组中,Enzalutamide对OS的影响显得较小,但这项研究无法解决这个问题。']","作者 指出 , 恩杂 鲁胺 对 OS 的 影响 在 接受 过多西 他赛 治疗 的 亚 组中 似乎 较 小 , 但本 研究 的 统计学 功效 不足以 探讨 这一 议题 .",0.2336286647286333,0.375
2622,there is a therapy burden associated with enzalutamide that must be considered by clinicians and patients as they review the evolving treatment options in this clinical space .,"['有一个与Enzalutamide相关的治疗负担,必须由诊所医生和患者考虑,因为他们正在审查这种临床空间的治疗选项的进展。']","临床 医师 和 患者 回顾 这一 临床 领域 不断 发展 的 治疗 方案 时 , 必须 考虑 到 与 恩 杂鲁胺 相关 的 治疗 负担 .",0.1925229979097692,0.6000000000000001
2623,"among more than 20,000 patients with cerebral ischemic events , presence of microbleeds increased risks for both future ischemic events and intracerebral hemorrhages .","['在20,000多名患有大脑催化事件的患者中,微生物的存在增加了未来催化事件和内脑出血的风险。']","在 20 , 000 多例 发生 脑缺血 事件 的 患者 中 , 微 出血 既 增加 了 未来 发生 缺血 事件 的 风险 , 也 增加 了 未来 发生 脑出血 的 风险 .",0.3282570915069227,0.8888888888888888
2624,should treatment change for these patients ?,['这些病人需要治疗吗?'],这些 患者 的 治疗 方案 是否 应 做出 改变 ?,0.11941366646791135,0.5
2625,subcortical CMs may be a marker of small vessel vasculopathy ; lobar CMs may indicate cerebral amyloid angiopathy ( CAA ) .,['subcortical CMs 可能是小血管 vasculopathy 的标志; lobar CMs 可能指示脑 amyloid angiopathy ( CAA ) 。'],皮质 下 CM 可能 是 小 血管 病变 的 标志 ; 脑叶 CM 可能 表明 脑 淀粉 样 血管病 ( CAA ) .,0.27055627220704304,0.640224358974359
2626,the primary outcome was any symptomatic ICH or ischemic stroke .,['主要的结果是任何症状的ICH或伊斯基米性中风。'],主要 结局 是 有 症状 的 ICH 或 缺血性 卒 中 .,0.23108470488456834,0.8
2627,"of the full group , CMs were present in 28 % , close to half ( 43 % ) of whom had only one documented microbleed .","['在整个群体中,有28%的CM存在,其中近一半(43%)只有一个有文档的微白。']","在 整个 人群 中 , 28% 的 患者 有 CM , 其中 近一半 ( 43% ) 仅 记录 了 1 处微 出血 .",0.32608976655258665,0.6
2628,"the adjusted hazard ratio was higher for symptomatic hemorrhagic stroke than for symptomatic ischemic stroke ( 2.45 for ICH , 1.23 for ischemic stroke ) .",['调整的风险比例在症状性发作中高于症状性发作中发作中发作中发作中发作中发作中发作中发作中发作中发作中发作中发作。'],"有 症状 的 出血性 卒 中 的 校正 风险 比 高于 有 症状 的 缺血性 卒 中 ( ICH 为 2.45 , 缺血性 卒 中 为 1.23 ) .",0.09558694192982281,0.6666666666666667
2629,"risk for hemorrhagic stroke increased with a higher CM burden ( adjusted HR , 4.55 with five or more CMs vs. no COMs ) .","['血管中风的风险增加了较高的CM负担(调整的HR,4.55与五或多个CM相比没有COM)。']","出血性 卒 中 的 风险 随着 CM 负担 的 增加 而 增加 ( 有 ≥ 5 处 CM 与 无 CM 相比 , 校正 的 风险 比 , 4.55 ) .",0.15834381168302727,0.4272727272727273
2630,"however , regardless of CM location or burden , the absolute risk for ischemic stroke was higher than the risk for ICH .","['然而,无论CM的位置或负担,伊斯基米发作的绝对风险高于ICH的风险。']","然而 , 不论 CM 部位 或 负担 如何 , 缺血性 卒 中 的 绝对 风险 均 高于 ICH 的 风险 .",0.2704971221113979,0.6428571428571429
2631,"Impressively , the authors collected data on more than 20,000 patients from multiple cohorts .","['令人印象深刻的是,作者收集了来自多组的20000多名患者的数据。']","此项 研究 惊人 的 一点 是 作者 从 多个 队列 收集 了 20 , 000 多例 患者 的 数据 .",0.17536089170678432,0.7777777777777778
2632,the results reveal that presence of cerebral microbleeds suggests an increased risk for future vascular events .,"['结果表明,大脑微博的存在表明,未来血管事件的风险增加。']",结果显示 脑微 出血 提示 未来 发生 血管 事件 的 风险 增加 .,0.2787297111034696,1.0
2633,"although the presence of CMs affects prognosis , whether detection of CMs should alter treatment is unclear .","['虽然CM的存在影响预测,但是否检测CM应该改变治疗是不清楚的。']","虽然 CM 影响 预后 , 但 目前 尚未 明确 检测 出 CM 是否 应 改变 治疗 方案 .",0.1590840735150521,1.0
2634,"because the rate of ischemic stroke outweighs the rate of ICH in patients with CMs , antiplatelet therapy could have some benefit in these patients .","['由于甲状腺肿瘤的发病率超过患有甲状腺肿瘤的患者的甲状腺肿瘤的发病率,因此抗甲状腺治疗可能对这些患者有好处。']","因为 CM 患者 的 缺血性 卒 中 发生率 超过 了 ICH 发生率 , 因此 抗 血小板 治疗 对 这些 患者 可能 有 一定 益处 .",0.1780845367288793,0.48333333333333334
2635,a large randomized trial is needed to provide definitive guidance on this issue .,"['需要一个大规模的随机审查,以提供关于这个问题的最终指导。']",我们 需要 大型 随机 试验 来 明确 指导 这一 议题 .,0.09317113289059441,0.3333333333333333
2636,additional sedative agents were required for most intensive care patients to achieve targeted sedation .,"['对于大多数强烈护理患者来说,需要额外的镇静剂来实现目标镇静。']",大多数 重症 监护 患者 需要 补充 使用 其他 镇静剂 才能 达到 镇静 目标 .,0.10811853887836487,0.7666666666666666
2637,"in previous trials , requisite doses of benzodiazepines and propofol were lower among patients who received dexmedetomidine , and it is associated with lower rates of delirium ( e.g. , NEJM JW Gen Med Oct 15 2016 and Lancet 2016 ; 388 : 1893 ) .","['在以前的研究中,在服用 dexmedetomidine 的患者中,需要的 benzodiazepines 和 propofol 剂量较低,并且与较低的 delirium 率有关(例如,NEJM JW Gen Med Oct 15 2016 和 Lancet 2016; 388 : 1893 )。']","既往 试验 表明 , 接受 右美托咪定 的 患者 所 需 的 苯 二 氮 䓬 类药物 和 异丙酚 剂量 较 低 , 并且 右美托咪定 与 较 低 的 谵妄 发生率 相关 ( 如 NEJM JW Gen Med Oct 15 2016 and Lancet 2016 ; 388 : 1893 ) .",0.4256339899997811,0.4824074074074074
2638,"as use of dexmedetomidine has grown , clinicians have been wondering whether it could be used as the sole sedating agent for critically ill patients .","['由于Dexmedetomidine的使用已经增加,临床医生一直在想,它是否可以作为关键病患者的唯一放松剂。']","随着 右美托咪定 应用 的 增多 , 临床 医师 一直 希望 了解 该 药物 可否 用作 危重 患者 的 唯一 镇静剂 .",0.11651428270474526,0.25
2639,investigators in eight countries randomized 4000 patients who were receiving mechanical ventilation either to dexmedetomidine as primary sedation or to usual care .,"['八个国家的研究人员随机调查了4000名患者,他们接受机械通风,无论是德克塞米多米丁作为初级通风,还是普通护理。']","8 个 国家 的 研究者 将 4 , 000 例 接受 机械 通气 的 患者 随机 分组 , 分别 接受 右美托咪定 作为 主要 镇静剂 或 接受 常规 治疗 .",0.11897950485886331,0.4861111111111111
2640,most enrolled patients were receiving ventilation for respiratory disorders ; a quarter were postoperative patients .,['大多数注册的患者接受了呼吸障碍的通风;四分之一是手术后患者。'],纳入 试验 的 大多数 患者 是 由于 呼吸系统 疾病 接受 通气 治疗 ; 1 / 4 是 术后 患者 .,0.116393275968821,1.0
2641,"although most patients were deeply sedated when they were enrolled in the trial , the goal was light sedation unless contraindicated .","['雖然大多數患者在考試中被註冊時被深度鎮静,但目標是輕度鎮静,除非有反應。']","尽管 大多数 患者 在 纳入 试验 时 处于 深 镇静 状态 , 但 目标 是 浅 镇静 , 除非 有 禁忌 .",0.1511632334282715,0.2
2642,"light sedation was slightly more likely to be achieved with dexmedetomidine ; however , three quarters of dexmedetomidine patients required addition of propofol , midazolam , or both .",['轻静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静静'],"使用 右美托咪定 达到 浅 镇静 的 可能性 略 高 ; 然而 , 右美托咪定 组 3 / 4 的 患者 需要 补充 使用 异丙酚 , 咪 达唑仑 或 上述 两种 药物 .",0.0,0.0875
2643,"adverse events , most commonly bradycardia and hypotension , were more common in the dexmedetomidine group .","['副作用,最常见的布拉迪卡迪和低血压,在德克塞米多米丁群体中更常见。']","最 常见 的 不良 事件 是 心动 过 缓和 低血压 , 右美托咪定 组 的 发生率 高于 常规 治疗 组 .",0.14411524164590214,0.5
2644,"as seen in previous studies , it did spare use of other agents , which might help avoid deeper sedation and delirium .","['正如以前的研究所看到的那样,它预备了其他药物的使用,这可能有助于避免更深的沉默和<unk>。']","正如 既往 研究 中 所 观察 到 的 , 右美托咪定 的确 减少 了 其他 药物 的 用量 , 这 可能 有助于 避免 深 镇静 和 谵妄 .",0.27708543919576395,0.6233333333333333
2645,"it makes sense to use dexmedetomidine as an adjunctive agent , but caution should be exercised in patients who already are hypotensive or bradycardic .","['使用 dexmedetomidine 作为补充剂是有意义的,但应谨慎的患者已经是催眠性或乳腺炎。']","将 右 美托咪定 作为 辅助 用药 是 合理 的 , 但 对于 已经 有 低血压 或 心动 过缓 的 患者 应 谨慎 .",0.1464801315467989,0.25
2646,recurrent ICH was less common with than without antiplatelet therapy .,['重复的 ICH 比没有抗膜治疗更少。'],"在 接受 抗 血小板 治疗 的 患者 中 , 脑出血 的 复发率 低于 未 接受 抗 血小板 治疗 的 患者 .",0.057795819340417026,0.48
2647,intracerebral hemorrhage ( ICH ) is associated with high levels of morbidity and mortality .,['脑内出血(ICH)与患病和死亡率的高水平有关。'],脑出血 ( ICH ) 具有 高 发病率 和 高 死亡率 .,0.16477995480962992,0.888888888888889
2648,patients with a previous ICH are also sometimes advised to avoid antithrombotic therapy .,['患有以前的ICD的患者也有时建议避免抗血管治疗。'],有 ICH 病史 的 患者 有时 也 被 建议 避免 接受 抗血栓 治疗 .,0.15175522481523573,0.875
2649,"the RESTART Collaboration studied the effect of starting antiplatelet therapy or avoiding antiplatelet therapy in 537 survivors of a recent ICH ( 68 % male ; median age , 77 years ; 62 % lobar ICH ) recruited from multiple centers in the United Kingdom .","['RESTART 合作研究了从英国多个中心招募的近期 ICH 的 537 名幸存者(68 % 男性;中年,77 年; 62 % 洛巴尔 ICH )开始抗板治疗或避免抗板治疗的效果。']","RESTART 协作组 在 英国 多个 中心 招募 了 537 名 近期 发生 ICH 的 幸存者 ( 68% 为 男性 ; 中位 年龄 , 77 岁 ; 62% 为 脑叶 出血 ) , 并 在 这些 患者 中 研究 了 启动 抗 血小板 治疗 或 避免 抗 血小板 治疗 的 效果 .",0.21796970012374048,0.6666666666666667
2650,patients were randomly assigned to start antiplatelet therapy ( START group ) or avoid antiplatelet therapy ( AVOID group ) .,['病人随机被指定开始抗板膜治疗(START组)或避免抗板膜治疗(AVOID组)。'],"患者 被 随机 分组 , 分别 启动 抗 血小板 治疗 ( 启动 组 ) 或 避免 抗 血小板 治疗 ( 避免 组 ) .",0.2273741419672182,0.6799999999999999
