,English,Chinese,Reference,BLEU,Dict Acc Exact Match,Terms,Exact Match Terms,Dict Acc Character Level
2499,British analysis suggests a preference for mornings can lower risk for breast cancer .,英国的分析表明，偏爱早晨可以降低患乳腺癌的风险。,"英国 的 分析 提示 , 偏爱 早起 可 降低 乳腺癌 风险 .",0.1583269495924859,0.6,"['analysis', 'breast cancer', 'lower', 'risk', 'preference']","['analysis', 'breast cancer', 'risk']",0.8333333333333333
2500,"mendelian randomization uses genetic variants highly associated with chronotype , sleep duration , and insomnia symptoms to help clarify this association .",孟德尔随机化使用与时间型、睡眠持续时间和失眠症状高度相关的遗传变异来帮助阐明这种关联。,"孟德尔 随机化 应用 了 与 睡眠 类型 , 睡眠 时间 和 失眠 症状 高度 相关 的 遗传变异 体来 帮助 阐明 这一 关联 .",0.41595087599667274,0.625,"['randomization', 'association', 'genetic', 'symptoms', 'associated', 'sleep', 'duration', 'insomnia']","['randomization', 'association', 'sleep', 'duration', 'insomnia']",0.856060606060606
2501,"among women with a preference for morning compared with evening , fully adjusted regression analysis showed a hazard ratio of 0.95 ( P = 0.002 ) for breast cancer .",在与晚上相比更喜欢早上的女性中，完全调整的回归分析显示乳腺癌的风险比为 0.95 (P = 0.002)。,"与 偏好 晚睡 的 女性 相比 , 在 偏好 早起 的 女性 中 , 完全 校正 的 回归 分析 显示 乳腺癌 的 风险 比为 0.95 ( P = 0.002 ) .",0.6026543915288772,0.7142857142857143,"['hazard ratio', 'breast cancer', 'evening', 'preference', 'regression analysis', 'P', 'morning']","['hazard ratio', 'breast cancer', 'evening', 'regression analysis', 'morning']",0.7142857142857143
2502,"mendelian analysis also found that morning preference was associated with lower risk for breast cancer ( HR , 0.85 ) ; however , this association did not achieve statistical significance .",孟德尔分析还发现，早起偏好与较低的乳腺癌风险相关（HR，0.85）；然而，这种关联并没有达到统计显着性。,"孟德尔 分析 也 发现 偏好 早起 与 较 低 的 乳腺癌 风险 相关 ( 风险 比 , 0.85 ) ; 但 这 一 关联 未 达到 统计学 显著性 .",0.3282258659949615,0.6666666666666666,"['analysis', 'association', 'breast cancer', 'lower', 'associated', 'risk', 'statistical significance', 'preference', 'morning']","['analysis', 'association', 'breast cancer', 'lower', 'risk', 'morning']",0.8851851851851852
2503,neither analysis showed significant associations between breast cancer risk and sleep duration or insomnia .,两项分析均未显示乳腺癌风险与睡眠时间或失眠之间存在显着关联。,两项 分析 均 未 显示 乳腺癌 风险 与 睡眠 时间 或 失眠 之间 存在 显著 关联 .,0.8790373067640506,0.8333333333333334,"['analysis', 'breast cancer', 'risk', 'sleep', 'duration', 'insomnia']","['analysis', 'breast cancer', 'risk', 'sleep', 'insomnia']",0.9166666666666666
2504,six behaviors in kindergarten are linked to annual income 30 years later .,幼儿园的六种行为与30年后的年收入挂钩。,幼儿园 时期 的 6 种 行为 与 30 年 后 的 年收入 相关 .,0.5453603582103601,0.6666666666666666,"['annual', 'income', 'later']","['income', 'later']",0.8333333333333334
2505,"it seems obvious that childhood behaviors predict adult outcomes , but demonstrating how this occurs is not easy .",童年行为预示着成年后的结果似乎很明显，但要证明这是如何发生的并不容易。,"儿童期 行为 预示 着 成年期 结局 看似 显而易见 , 但 要 证明 其 如何 发生 却 并 不 容易 .",0.25063719409953394,0.5,"['childhood', 'predict', 'adult', 'easy']","['adult', 'easy']",0.7916666666666666
2506,"inattention , hyperactivity , physical aggression , oppositional behavior , and anxiety , as well as family adversity , were significantly correlated negatively with earnings in adulthood , whereas prosocial behavior and higher IQ were correlated positively with earnings .",注意力不集中、多动、身体攻击、对立行为、焦虑以及家庭逆境与成年后的收入呈显着负相关，而亲社会行为和较高的智商与收入呈正相关。,"儿童期 注意 缺陷 , 多动 , 身体 攻击 , 对立 行为 , 焦虑 以及 家庭 逆境 与 成年期 收入 呈 显著 负相关 , 而亲 社会 行为 和 高智商 与 收入 呈 显著 正 相关 .",0.3122627793570143,0.7,"['behavior', 'adulthood', 'family', 'anxiety', 'physical', 'hyperactivity', 'well', 'aggression', 'adversity', 'IQ']","['behavior', 'family', 'anxiety', 'hyperactivity', 'aggression', 'adversity', 'IQ']",0.8333333333333333
2507,"although theoretically desirable , eliminating adversity and improving IQ are not practical goals , but increasing resilience is - if interventions occur early in life .",尽管从理论上讲是可取的，但消除逆境和提高智商并不是切实可行的目标，但如果在生命早期进行干预，则提高复原力是可行的。,"尽管 理论 上 可取 , 但 消除 逆境 和 提高 智商 并非 实际 可行 的 目标 , 而 通过 儿童期 干预 来 提高 抗逆 力 却是 可行 的 目标 .",0.2688758212667403,0.5,"['life', 'early', 'resilience', 'practical', 'adversity', 'IQ', 'occur', '-']","['life', 'early', 'adversity', 'IQ']",0.7291666666666666
2508,such interventions could mitigate the adverse impacts of economic and social deprivation and enhance later adjustment and productivity .,这种干预措施可以减轻经济和社会剥夺的不利影响，并加强后期调整和生产力。,"此类 干预 措施 可减轻 经济 和 社会 权利 丧失 产生 的 不利 影响 , 改善 之后 的 调整 和 生产力 .",0.26540243548142134,0.5,"['productivity', 'deprivation', 'adjustment', 'adverse', 'enhance', 'later']","['productivity', 'deprivation', 'later']",0.6666666666666666
2509,the answer : worrisome .,答案：令人担忧。,答案 是 : 令人担忧 .,0.13447915291591822,,[],[],
2510,perioperative atrial fibrillation ( AF ) occurs in 15 % to 40 % of patients undergoing cardiac surgery and a smaller proportion of patients with noncardiac surgery .,围手术期心房颤动 (AF) 发生在 15% 到 40% 的心脏手术患者和较小比例的非心脏手术患者中。,"围 手术 期房 颤 ( AF ) 发生 于 15% ~ 40% 的 心脏 手术 患者 , 以及 较 低 比例 的 非 心脏 手术 患者 .",0.5010435273781105,0.8,"['proportion', 'cardiac', 'surgery', 'atrial fibrillation', 'perioperative']","['proportion', 'cardiac', 'surgery', 'atrial fibrillation']",1.0
2511,studies that included patients with prior AF were excluded .,包括既往房颤患者的研究被排除在外。,纳入 有 房颤 病史 患者 的 研究 被 排除 .,0.49230430870333797,0.0,['prior'],[],0.25
2512,"the authors found 35 studies for inclusion with a total of 2,458,000 patients .","作者找到了 35 项研究，共纳入 2,458,000 名患者。","作者 纳入 了 35 项 研究 , 共 2 , 458 , 000 例 患者 .",0.4703245602593809,0.0,"['inclusion', 'total']",[],0.1
2513,"all but 3 of the studies had a preponderance of men , and 29 studies centered on patients undergoing cardiac surgery .",除 3 项研究外，所有研究均以男性为主，29 项研究以接受心脏手术的患者为中心。,"除 3 项 研究 之外 的 所有 研究 均 以 男性 为主 , 并且 有 29 项 研究 集中 于 心脏 手术 患者 .",0.44495740631873903,0.5,"['cardiac', 'surgery', 'preponderance', '3']","['cardiac', 'surgery']",0.55
2514,"the magnitude of the increased stroke risk was higher with noncardiac surgery ( hazard ratio , 2.0 ) than with cardiac surgery ( HR , 1.20 ) .",非心脏手术（风险比，2.0）的卒中风险增加幅度高于心脏手术（HR，1.20）。,"非 心脏 手术 患者 的 卒 中 风险 增加 幅度 ( 风险 比 , 2.0 ) 超过 心脏 手术 患者 ( 心率 , 1.20 ) .",0.35693363555199425,1.0,"['cardiac', 'stroke', 'hazard ratio', 'surgery', 'risk', 'magnitude']","['cardiac', 'stroke', 'hazard ratio', 'surgery', 'risk', 'magnitude']",1.0
2515,these findings highlight that perioperative AF is not benign .,这些发现强调围手术期 AF 不是良性的。,这些 发现 强调指出 围 手术 期房 颤 并非 良性 .,0.18312541710656308,0.5,"['benign', 'perioperative']",['benign'],1.0
2516,surgical procedures probably serve as a stress test for individuals who are sicker and more vulnerable to AF development .,外科手术可能是对病情较重和更易患 AF 的人的压力测试。,"对于 病情 较 重 , 较易 患 房颤 的 人 , 外科手术 可能 成为 压力 测试 .",0.17270134485288346,0.2,"['surgical', 'serve', 'stress test', 'vulnerable', 'development']",['stress test'],0.5733333333333334
2517,"of the 741 patients treated , the median age was 65 , most had undifferentiated tumors ( 65 % ) and two or more sites of metastasis ( 58 % ) , and a minority had prior gastrectomy ( 21 % ) or had received prior adjuvant chemotherapy ( about 10 % ) .",在接受治疗的 741 名患者中，中位年龄为 65 岁，大多数患有未分化肿瘤 ( 65 % ) 和两个或多个转移部位 ( 58 % ) ，少数曾接受过胃切除术 ( 21 % ) 或接受过辅助化疗 ( 约10%）。,"接受 治疗 的 741 例 患者 的 中位 年龄 为 65 岁 , 大多数 患未 分化 肿瘤 ( 65% ) , 并且 有 两个 或 两个 以上 转移 部位 ( 58% ) , 少数 接受 过 胃切除术 ( 21% ) 或 辅助 化疗 ( 约 10% ) .",0.36317935919453775,0.42857142857142855,"['chemotherapy', 'metastasis', 'adjuvant', 'undifferentiated', 'prior', 'median age', 'two']","['chemotherapy', 'metastasis', 'two']",0.8214285714285714
2518,patients were randomized to oral semaglutide or placebo .,患者被随机分配至口服 semaglutide 或安慰剂组。,患者 被 随机 分配 接受 口服 司美鲁肽 或 安慰剂 .,0.3631121286414804,0.3333333333333333,"['placebo', 'oral', 'semaglutide']",['placebo'],0.5
2519,"HbA1c fell by 1.0 and 0.3 percentage points in the semaglutide and placebo groups , respectively ; weight reduction was also greater with semaglutide ( 4.2 vs. 0.8 kg ) .",semaglutide 组和安慰剂组的 HbA1c 分别下降了 1.0 和 0.3 个百分点； semaglutide 的体重减轻也更大（4.2 公斤与 0.8 公斤）。,司美鲁肽 组 和 安慰剂 组 的 HbA1c 分别 下降 了 1.0 和 0.3 个 百分点 ; 司美鲁肽 组 的 体重 下降 幅度 也 较大 ( 4.2 kg vs . 0.8 kg ) .,0.4422574737642866,0.5,"['percentage', 'placebo', 'weight reduction', 'kg', 'fell', 'semaglutide']","['placebo', 'weight reduction', 'kg']",0.7222222222222222
2520,patients were more likely to stop semaglutide than placebo because of gastrointestinal side effects .,由于胃肠道副作用，患者比安慰剂更有可能停用 semaglutide。,"由于 胃肠道 副作用 , 患者 停用 司美鲁肽 的 情况 比 停用 安慰剂 的 情况 常见 .",0.17226929824594453,0.6,"['placebo', 'gastrointestinal', 'side effects', 'semaglutide', 'stop']","['placebo', 'gastrointestinal', 'side effects']",0.6
2521,men who consumed at least two servings per week had decreased risk for adenomas .,每周至少食用两份的男性患腺瘤的风险降低。,每周 至少 摄入 两份 酸奶 的 男性 患 腺瘤 的 风险 降低 .,0.6252178883611732,1.0,"['risk', 'week', 'two']","['risk', 'week', 'two']",1.0
2522,"yogurt consumption has been associated with lower colorectal cancer ( CRC ) risk , but its relation to polyp risk is unknown .",酸奶消费与较低的结直肠癌 (CRC) 风险有关，但它与息肉风险的关系尚不清楚。,"摄入 酸奶 与 较 低 的 结 直肠癌 ( CRC ) 风险 相关 , 但其与 息肉 风险 的 相关性 尚未 明确 .",0.5174602524803578,0.625,"['polyp', 'consumption', 'relation', 'colorectal cancer', 'lower', 'associated', 'risk', 'yogurt']","['polyp', 'consumption', 'relation', 'lower', 'risk']",0.837121212121212
2523,"the analyses were adjusted for demographic and lifestyle factors , and dietary information was updated every 4 years .",这些分析根据人口统计和生活方式因素进行了调整，并且每 4 年更新一次饮食信息。,"研究者 根据 人口 统计学 和 生活 方式 因素 , 以及 每 4 年 更新 1 次 的 膳食 信息 对 分析 进行 了 校正 .",0.2824122495522632,0.3333333333333333,"['information', 'dietary', '4']",['information'],0.5555555555555555
2524,"men who consumed ≥ 2 yogurt servings / week had significantly lower risk for conventional adenomas compared with nonconsumers ( adjusted odds ratio , 0.81 ) .",与不喝酸奶的人相比，每周喝 ≥ 2 份酸奶的男性患传统腺瘤的风险显着降低（调整后的比值比为 0.81）。,"与 不 摄入 酸奶 的 男性 相比 , 每周 摄入 ≥ 2 份 酸奶 的 男性 患经 典型 腺瘤 的 风险 显著 较 低 ( 校正 比值 比 , 0.81 ) .",0.31126603835005334,0.5,"['2', 'ratio', '/', 'lower', 'risk', 'week', 'yogurt', 'odds']","['2', 'ratio', 'risk', 'week']",0.655776515151515
2525,"no association was seen for serrated lesions , except for large ( ≥ 1 cm ) lesions ( aOR , 0.48 ) .",除了大的（≥ 1 厘米）病变 (aOR，0.48) 外，锯齿状病变没有相关性。,"除了 大 ( ≥ 1 cm ) 病变 ( 校正 比值 比 , 0.48 ) 之外 , 锯齿状 病变 未见 相关性 .",0.18495396021290003,0.2,"['1', 'association', 'cm', 'large', 'serrated']",['1'],0.5714285714285714
2526,"in women , there were no associations between yogurt consumption and either conventional adenomas or serrated lesions .",在女性中，酸奶消费与传统腺瘤或锯齿状病变之间没有关联。,"在 女性 中 , 摄入 酸奶 与 经 典型 腺瘤 或 锯齿状 病变 之间 无 相关性 .",0.38280766563105584,0.3333333333333333,"['consumption', 'serrated', 'yogurt']",['consumption'],0.5367965367965368
2527,"yogurt may exert its beneficial effects in CRC prevention by a variety of mechanisms , including favorable microbiome alterations .",酸奶可以通过多种机制发挥其预防 CRC 的有益作用，包括有益的微生物组改变。,"酸奶 可能 通过 多种 机制 在 预防 结 直肠癌 方面 发挥 有益 作用 , 包括 使 微生物 组 发生 有益 变化 .",0.19596816626880417,0.6,"['microbiome', 'variety', 'prevention', 'yogurt', 'exert']","['microbiome', 'prevention', 'exert']",0.8727272727272727
2528,regular consumption of yogurt may be a marker of other healthy lifestyle factors that decrease the risk for CRC and its precursor lesions .,经常饮用酸奶可能是其他健康生活方式因素的标志，这些因素可降低 CRC 及其前期病变的风险。,经常 摄入 酸奶 可能 标志 着 在 其他 方面 也 采取 了 可 降低 CRC 及其 癌前 病变 风险 的 健康 生活 方式 .,0.27361962310592025,0.25,"['precursor', 'decrease', 'consumption', 'marker', 'regular', 'risk', 'yogurt', 'healthy']","['risk', 'healthy']",0.5246212121212122
2529,"the lack of benefits observed in women , however , is not clear .",然而，在女性身上观察到的益处不足尚不清楚。,"然而 , 在 女性 中未 观察 到 获益 的 原因 不明 .",0.16706945753751073,0.0,"['lack', 'clear']",[],0.3333333333333333
2530,"in any case , the regular consumption of yogurt is a reasonable recommendation to help decrease CRC risk , in addition to healthy eating habits , exercise , and avoidance of smoking .",无论如何，除了健康的饮食习惯、锻炼和避免吸烟之外，定期饮用酸奶是有助于降低 CRC 风险的合理建议。,"无论如何 , 除了 健康 的 饮食习惯 , 运动 和 不要 吸烟 之外 , 经常 摄入 酸奶 是 有助于 降低 结 直肠癌 风险 的 合理 建议 .",0.36789813744823036,0.2727272727272727,"['decrease', 'consumption', 'addition', 'exercise', 'regular', 'case', 'risk', 'yogurt', 'avoidance', 'eating habits', 'healthy']","['exercise', 'risk', 'healthy']",0.4830578512396695
2531,a new scoring system uses readily available demographic and laboratory data to identify patients with higher risk for advanced fibrosis .,一个新的评分系统使用现成的人口统计和实验室数据来识别晚期纤维化风险较高的患者。,一个 新 的 评分 系统 使用 易于 获得 的 人口 统计学 和 实验室 数据 来 识别 晚期 纤维化 风险 较 高 的 患者 .,0.7599127785529197,0.7,"['data', 'system', 'fibrosis', 'available', 'risk', 'advanced', 'laboratory', 'identify', 'scoring', 'new']","['data', 'system', 'fibrosis', 'risk', 'laboratory', 'identify', 'new']",0.9166666666666666
2532,"these authors devised the Hepamet Fibrosis scoring system , a noninvasive system using readily available standard variables .",这些作者设计了 Hepamet Fibrosis 评分系统，这是一种使用现成标准变量的无创系统。,"这些 作者 设计 了 Hepamet 纤维化 评分 系统 , 这是 一个 无创 评分 系统 , 利用 易于 获得 的 标准 变量 .",0.3050910966623422,0.3333333333333333,"['standard', 'system', 'fibrosis', 'available', 'scoring', 'noninvasive']","['standard', 'system']",0.611111111111111
2533,"in univariate analysis , they identified variables independently associated with advanced fibrosis and then employed multivariate analysis to develop their system that includes gender , age , homeostatic model assessment score , presence of diabetes , AST , albumin , and platelet count .",在单变量分析中，他们确定了与晚期纤维化独立相关的变量，然后采用多变量分析来开发他们的系统，其中包括性别、年龄、稳态模型评估分数、是否患有糖尿病、AST、白蛋白和血小板计数。,"研究者 在 单 变量 分析 中 确定 了 与 晚期 纤维化 独立 相关 的 变量 , 然后 应用 多 变量 分析方法 设计 出 了 包含 以下 变量 的 系统 : 性别 , 年龄 , 稳态 模型 评估 评分 , 糖尿病 , AST , 白蛋白 和 血小板 计数 .",0.4175190604517238,0.6666666666666666,"['presence', 'count', 'diabetes', 'albumin', 'model', 'system', 'fibrosis', 'AST', 'develop', 'associated', 'assessment', 'age', 'advanced', 'score', 'univariate analysis', 'multivariate analysis', 'platelet', 'employed']","['count', 'diabetes', 'albumin', 'model', 'system', 'fibrosis', 'assessment', 'age', 'score', 'univariate analysis', 'multivariate analysis', 'platelet']",0.787037037037037
2534,this large study identified readily available demographic and laboratory data that allow primary care clinicians to identify patients with higher risk for advanced fibrosis .,这项大型研究确定了现成的人口统计和实验室数据，使初级保健临床医生能够识别晚期纤维化风险较高的患者。,这项 大型 研究 确定 了 哪些 易于 获得 的 人口 统计学 和 实验室 数据 可 便于 初级 保健 医师 识别 晚期 纤维化 发生 风险 较 高 的 患者 .,0.4222431730074325,0.4166666666666667,"['data', 'fibrosis', 'study', 'allow', 'large', 'primary', 'available', 'risk', 'advanced', 'laboratory', 'identify', 'care']","['data', 'fibrosis', 'risk', 'laboratory', 'identify']",0.5416666666666666
2535,previous treatment for localized disease and previous docetaxel therapy were allowed .,允许既往接受过局部疾病治疗和既往接受过多西紫杉醇治疗。,本 试验 允许 患者 接受 过 针对 局限性 疾病 的 治疗 和 多西 他赛 治疗 .,0.15288310810443495,0.6666666666666666,"['disease', 'previous', 'localized', 'therapy', 'treatment', 'docetaxel']","['disease', 'therapy', 'treatment', 'docetaxel']",0.7222222222222222
2536,a total of 525 patients were assigned to receive apalutamide plus ADT and 527 to receive placebo plus ADT .,共有 525 名患者被分配接受阿帕他胺加 ADT，527 名患者接受安慰剂加 ADT。,"共有 525 例 患者 被 分配 接受 阿帕鲁胺 + ADT 治疗 , 527 例 患者 被 分配 接受 安慰剂 + ADT 治疗 .",0.23421808818113332,0.6666666666666666,"['placebo', 'plus', 'total']","['placebo', 'plus']",0.6666666666666666
2537,the median age was 68 years .,中位年龄为 68 岁。,患者 中位 年龄 为 68 岁 .,0.7190579638144879,0.0,['median age'],[],0.8
2538,"overall survival at 24 months was also greater with apalutamide than with placebo ( 82.4 % in the apalutamide group vs. 73.5 % in the placebo group ; hazard ratio for death , 0.67 ; 95 % CI , 0.51 to 0.89 ; P = 0.005 ) .",24 个月时，apalutamide 的总生存率也高于安慰剂组（apalutamide 组为 82.4% vs. 安慰剂组为 73.5%；死亡风险比为 0.67；95% CI，0.51 至 0.89；P = 0.005）。,"阿帕鲁胺 组 的 24 个 月 总 生存率 也 高于 安慰剂 组 ( 阿帕鲁胺 组 82.4% vs . 安慰剂 组 73.5% ; 死亡 的 风险 比 , 0.67 ; 95% CI , 0.51 ~ 0.89 ; P = 0.005 ) .",0.35167762167981,0.7142857142857143,"['group', 'placebo', 'survival', 'hazard ratio', 'death', 'P', 'CI']","['group', 'placebo', 'survival', 'hazard ratio', 'death']",0.7285714285714285
2539,the frequency of grade 3 or 4 adverse events was 42.2 % in the apalutamide group and 40.8 % in the placebo group ; rash was more common in the apalutamide group .,3 级或 4 级不良事件的频率在阿帕鲁胺组为 42.2%，在安慰剂组为 40.8%；皮疹在阿帕他胺组更常见。,"阿帕鲁胺 组 和 安慰剂 组 的 3 或 4 级 不良 事件 发生率 分别 为 42.2% 和 40.8% , 阿帕鲁胺 组 的 皮疹 发生率 高于 安慰剂 组 .",0.24646845109038143,0.3333333333333333,"['group', 'frequency', 'placebo', 'grade', 'rash', 'common', 'adverse', '3', '4']","['group', 'frequency', 'placebo']",0.5634920634920635
2540,"however , patient age , coexisting conditions , extent of disease , and preferences may affect decisions to initiate chemotherapy such as docetaxel.8,9","然而，患者年龄、合并症、疾病程度和偏好可能会影响开始化疗（如多西紫杉醇）的决定。 8,9","然而 , 患者 年龄 , 合并症 , 疾病 范围 和 偏好 可能 影响 启动 化疗 ( 例如 多西 他赛 ) 的 相关 决策 8 , 9 .",0.20643505320005753,0.6666666666666666,"['chemotherapy', 'affect', 'age', 'patient', 'of disease', 'extent']","['chemotherapy', 'affect', 'age', 'patient']",0.7916666666666666
2541,treatment with abiraterone acetate requires coadministration of prednisone to prevent increases in corticotropin and may cause adverse events related to mineralocorticoid excess and liver toxicity .,用醋酸阿比特龙治疗需要同时给予泼尼松以防止促肾上腺皮质激素增加，并可能导致与盐皮质激素过量和肝毒性相关的不良事件。,"醋酸 阿 比特 龙 治疗 需要 并用 泼尼松 , 目的 是 预防 促 肾上腺 皮质激素 增加 , 而 醋酸 阿 比特 龙 可能 引起 与 盐 皮质激素 过多 相关 的 不良 事件 和 肝脏 毒性 .",0.3747626401565154,0.6363636363636364,"['liver', 'excess', 'toxicity', 'acetate', 'corticotropin', 'prednisone', 'adverse', 'treatment', 'cause', 'increases', 'prevent']","['liver', 'excess', 'toxicity', 'acetate', 'corticotropin', 'prednisone', 'treatment']",0.7545454545454546
2542,"direct inhibition of the androgen receptor in addition to ADT may provide more a complete blockade of androgen signaling than ADT alone , leading to improved patient outcomes .",除了 ADT 外，直接抑制雄激素受体可能比单独使用 ADT 更能完全阻断雄激素信号，从而改善患者的预后。,"与 单独 采用 ADT 相比 , ADT 联合 对 雄激素 受体 的 直接 抑制 可能 对 雄激素 信号 传导 产生 更 完全 的 阻断 作用 , 从而 改善 患者 结局 .",0.1692457700217499,0.5,"['receptor', 'inhibition', 'addition', 'complete', 'patient', 'blockade', 'leading', 'direct', 'androgen', 'alone']","['receptor', 'inhibition', 'patient', 'direct', 'alone']",0.75
2543,trial DESIGN AND CONDUCT,试验设计和实施,试验 设计 和 实施,1.010629663399238,0.0,['trial'],[],0.5
2544,the protocol and the statistical analysis plan are available with the full text of this article at NEJM.org .,该方案和统计分析计划与本文全文可在 NEJM.org 上获取。,试验 方案 和 统计学 分析 计划 与 本文 全文 均 可 在 NEJM . org 获取 .,0.4701975187943837,0.16666666666666666,"['protocol', 'article', 'available', 'text', 'statistical analysis', 'full']",['statistical analysis'],0.5888888888888889
2545,"review boards at all participating institutions approved the trial , which was conducted in accordance with current International Conference on Harmonisation guidelines for Good Clinical Practice and according to Declaration of Helsinki principles .",所有参与机构的审查委员会都批准了该试验，该试验是根据当前国际协调会议良好临床实践指南和赫尔辛基宣言原则进行的。,"所有 参与 机构 的 审查 委员会 均 批准 了 本 试验 , 试验 按照 国际 协调会议 现行 《 药物 临床试验 管理 规范 》 指导 原则 和 《 赫尔辛基 宣言 》 实施 .",0.2870166570210488,0.25,"['review', 'good clinical practice', 'trial', 'current']",['review'],0.7083333333333333
2546,"patients underwent randomization between December 15 , 2015 , and July 25 , 2017 .",患者在 2015 年 12 月 15 日至 2017 年 7 月 25 日期间被随机分组。,患者 于 2015 年 12 月 15 日至 2017 年 7 月 25 日 接受 了 随机 分组 .,0.748695998872151,1.0,['randomization'],['randomization'],1.0
2547,all the authors assume responsibility for the completeness and accuracy of the data and analyses and for the fidelity of the trial to the protocol .,所有作者均对数据和分析的完整性和准确性以及试验对方案的忠实度负责。,"所有 作者 保证数据 和 分析 的 完整性 和 准确性 , 以及 试验 对 方案 的 忠实度 .",0.6161478862367809,0.42857142857142855,"['fidelity', 'data', 'accuracy', 'protocol', 'responsibility', 'trial', 'completeness']","['data', 'accuracy', 'completeness']",0.8571428571428571
2548,the first author developed the first draft of the manuscript with editorial assistance funded by Janssen Research and Development .,第一作者在 Janssen Research and Development 资助的编辑协助下起草了手稿的初稿。,"第一 作者 撰写 了 本文 初稿 , Janssen Research and Development 为 文稿 的 编辑 协助 工作 付费 .",0.29786017634024614,0.3333333333333333,"['research and development', 'author', 'manuscript', 'assistance', 'first', 'draft']","['manuscript', 'first']",0.503968253968254
2549,"all the authors had full access to the data , participated in data interpretation , and reviewed and approved the manuscript before submission .",所有作者都可以完全访问数据，参与数据解释，并在投稿前审阅并批准了手稿。,"所有 作者 均 可 查看 全部 数据 , 参与 数据 解读 , 并 在 投稿 之前 审阅 和 批准 文稿 .",0.19068095634649293,0.5,"['data', 'access', 'interpretation', 'manuscript', 'submission', 'full']","['data', 'interpretation', 'manuscript']",0.6666666666666666
2550,"patients were castration sensitive ( i.e. , patients were not receiving ADT at the time of disease progression11,12 ) .","患者对去势敏感（即患者在疾病进展时未接受 ADT11,12）。","患者 对 去势 敏感 ( 即 患者 在 疾病 进展 时 并未 接受 ADT 治疗 11 , 12 ) .",0.39682562117077774,0.5,"['castration', 'time', 'of disease', 'sensitive']","['castration', 'time']",0.7083333333333333
2551,antiandrogen therapy must have been discontinued before randomization .,随机分组前必须停止抗雄激素治疗。,抗 雄激素 治疗 在 随机 分组 之前 必须 已经 停止 .,0.2507839798631363,0.6666666666666666,"['must', 'randomization', 'therapy']","['randomization', 'therapy']",0.6666666666666666
2552,"patients with severe angina , myocardial infarction , congestive heart failure , arterial or venous thromboembolic events , a history of or predisposition to seizure , or recent ventricular arrhythmias were excluded .",患有严重心绞痛、心肌梗塞、充血性心力衰竭、动脉或静脉血栓栓塞事件、癫痫病史或癫痫倾向或近期室性心律失常的患者被排除在外。,"患 重度 心绞痛 , 心肌梗死 , 充血性 心力衰竭 , 动脉 或 静脉 血栓 栓塞 性 事件 , 有 惊厥 发作 病史 或易 发生 惊厥 发作 , 或者 最近 发生 过室 性 心律失常 的 患者 被 排除 .",0.2736010880812191,0.5,"['myocardial infarction', 'predisposition', 'recent', 'venous', 'angina', 'history', 'thromboembolic', 'seizure', 'ventricular', 'arrhythmias', 'severe', 'congestive heart failure']","['myocardial infarction', 'predisposition', 'angina', 'seizure', 'arrhythmias', 'congestive heart failure']",0.8333333333333334
2553,"patients were randomly assigned in a 1 : 1 ratio to receive apalutamide ( 240 mg ) or matched placebo administered orally once daily , in addition to continuous ADT .",患者以 1:1 的比例被随机分配，除连续 ADT 外，每天口服一次阿帕他胺 (240 mg) 或匹配的安慰剂。,"本 试验 以 1 ∶ 1 的 比例 将 患者 随机 分组 , 分别 在 连续 使用 ADT 的 基础 上加用 每日 1 次 口服 阿帕鲁胺 ( 240 mg ) 或 匹配 的 安慰剂 .",0.34586841511381655,0.8,"['placebo', '1', 'ratio', 'continuous', 'addition']","['placebo', '1', 'ratio', 'continuous']",0.85
2554,overall survival was defined as the time from randomization to the date of death from any cause .,总生存期定义为从随机分组到因任何原因死亡的时间。,总 生存期 的 定义 为 从 随机 分组 至 任何 原因 死亡 的 时间 .,0.6076446632803835,0.7142857142857143,"['defined', 'randomization', 'survival', 'death', 'date', 'time', 'cause']","['randomization', 'survival', 'death', 'time', 'cause']",0.9047619047619048
2555,"definitions of secondary and exploratory end points are provided in the Methods section in the Supplementary Appendix , available at NEJM.org .",补充附录的方法部分提供了次要终点和探索性终点的定义，补充附录可在 NEJM.org 获取。,"次要 终点 和 探索性 终点 的 定义 见 补充 附录 ( 可 在 NEJM . org 获取 ) 的 "" 方法 "" 部分 .",0.5692679459758454,0.14285714285714285,"['appendix', 'section', 'supplementary', 'end points', 'exploratory', 'available', 'secondary']",['end points'],0.5892857142857143
