,Unnamed: 0_x,English,Chinese_Google,Dict_Acc_Google,Terms_Google,Correct_Terms_Google,Unnamed: 0_y,Chinese_M2M,Dict_Acc_M2M,Terms_M2M,Correct_Terms_M2M,Unnamed: 0,Chinese_GPT,Dict_Acc_GPT,Terms_GPT,Correct_Terms_GPT,Human Eval Google,Human Eval M2M,Human Eval Medical M2M,Human Eval GPT
1641,1628,"fourth , there are some missing data , but their influence on our estimates was not substantial ( see the Discussion section and Table S9 in the Supplementary Appendix ) .",第四，有一些数据缺失，但它们对我们的估计影响不大（见讨论部分和补充附录表S9）。,0.5454545454545454,"['appendix', 'table', 'data', 'section', 'supplementary', 'influence', 'discussion', 'but', 'and', 'substantial', 'missing']","['table', 'data', 'influence', 'discussion', 'but', 'missing']",1628,"['第四,有些数据缺乏,但它们对我们的估计的影响并不大(参见附件中的讨论部分和表S9)。']",0.6363636363636364,"['appendix', 'table', 'data', 'section', 'supplementary', 'influence', 'discussion', 'but', 'and', 'substantial', 'missing']","['appendix', 'table', 'data', 'influence', 'discussion', 'but', 'missing']",1628,"第四，有一些缺失的数据，但它们对我们的估计影响不大（见讨论部分和表S9在补充附录）。

Chinese:
第四，有一些缺失的数据，但它们对我们的估计影响不大（见讨论部分和表S9在补充附录）。",0.5454545454545454,"['appendix', 'table', 'data', 'section', 'supplementary', 'influence', 'discussion', 'but', 'and', 'substantial', 'missing']","['table', 'data', 'influence', 'discussion', 'but', 'missing']",,,,
1642,1629,this study indicated independent associations of PM10 and PM2.5 concentrations with daily mortality after adjustment for gaseous pollutants .,这项研究表明，在调整气态污染物后，PM10 和 PM2.5 浓度与每日死亡率之间存在独立关联。,0.2,"['gaseous', 'study', 'adjustment', 'mortality', 'after', 'independent', 'with', 'concentrations', 'this', 'and']","['mortality', 'after']",1629,"['这项研究表明,在适用于气体污染物的调整后,每日死亡率的PM10和PM2.5浓度的独立结合。']",0.2,"['gaseous', 'study', 'adjustment', 'mortality', 'after', 'independent', 'with', 'concentrations', 'this', 'and']","['mortality', 'after']",1629,这项研究表明了 PM10 和 PM2.5 浓度与每日死亡率之间的独立关联，经过气体污染物调整后。,0.2,"['gaseous', 'study', 'adjustment', 'mortality', 'after', 'independent', 'with', 'concentrations', 'this', 'and']","['mortality', 'after']",,,,
1643,1630,the role of assessment of myocardial viability in identifying patients with ischemic cardiomyopathy who might benefit from surgical revascularization remains controversial .,评估心肌活力在确定可能受益于手术血运重建的缺血性心肌病患者中的作用仍然存在争议。,0.3333333333333333,"['who', 'viability', 'surgical', 'role', 'revascularization', 'assessment', 'cardiomyopathy', 'myocardial', 'benefit', 'with', 'in', 'ischemic']","['role', 'revascularization', 'assessment', 'cardiomyopathy']",1630,['评估心脏病的可行性在识别患有催化心脏病的患者的作用可能受益于手术复发仍然有争议。'],0.1666666666666666,"['who', 'viability', 'surgical', 'role', 'revascularization', 'assessment', 'cardiomyopathy', 'myocardial', 'benefit', 'with', 'in', 'ischemic']","['role', 'assessment']",1630,"The role of assessing myocardial viability in identifying patients with ischemic cardiomyopathy who might benefit from surgical revascularization remains controversial.

Chinese:

对冠心病患者术前评估心肌活性的作用仍存在争议。",0.1666666666666666,"['who', 'viability', 'surgical', 'role', 'revascularization', 'assessment', 'cardiomyopathy', 'myocardial', 'benefit', 'with', 'in', 'ischemic']","['role', 'assessment']",,,,
1644,1631,"furthermore , although improvement in left ventricular function is one of the goals of revascularization , its relationship to subsequent outcomes is unclear .",此外，尽管左心室功能的改善是血运重建的目标之一，但其与后续结果的关系尚不清楚。,0.375,"['improvement', 'relationship', 'function', 'revascularization', 'ventricular', 'subsequent', 'in', 'to']","['improvement', 'function', 'revascularization']",1631,"['除此之外,尽管左<unk>功能的改善是重振的目标之一,但其与随后的结果的关系不清楚。']",0.25,"['improvement', 'relationship', 'function', 'revascularization', 'ventricular', 'subsequent', 'in', 'to']","['improvement', 'function']",1631,此外，尽管左心室功能的改善是血管重建的目标之一，但其与随后的结果之间的关系仍不清楚。,0.25,"['improvement', 'relationship', 'function', 'revascularization', 'ventricular', 'subsequent', 'in', 'to']","['improvement', 'function']",,,,
1645,1632,patients were randomly assigned to undergo CABG and receive medical therapy or to receive medical therapy alone .,患者被随机分配接受 CABG 并接受药物治疗或仅接受药物治疗。,0.1428571428571428,"['undergo', 'medical', 'therapy', 'CABG', 'to', 'and', 'alone']",['therapy'],1632,['病人随机被授予接受CABG并接受医疗治疗或单独接受医疗治疗。'],0.2857142857142857,"['undergo', 'medical', 'therapy', 'CABG', 'to', 'and', 'alone']","['therapy', 'alone']",1632,病人被隨機分配給行動CABG並接受醫療治療或僅接受醫療治療。,0.0,"['undergo', 'medical', 'therapy', 'CABG', 'to', 'and', 'alone']",[],,,,
1646,1633,the primary end point was death from any cause .,主要终点是全因死亡。,0.4,"['death', 'primary', 'cause', 'end', 'point']","['death', 'point']",1633,['主要的终点是任何原因的死亡。'],0.8,"['death', 'primary', 'cause', 'end', 'point']","['death', 'primary', 'cause', 'point']",1633,主要终点是死亡，无论是什么原因。,0.6,"['death', 'primary', 'cause', 'end', 'point']","['death', 'cause', 'point']",,,,
1647,1634,"however , no significant interaction was observed between the presence or absence of myocardial viability and the beneficial effect of CABG plus medical therapy over medical therapy alone ( P = 0.34 for interaction ) .",然而，在存在或不存在心肌活力与 CABG 加药物治疗相对于单独药物治疗的有益效果之间没有观察到显着的相互作用（相互作用 P = 0.34）。,0.4,"['presence', 'plus', 'viability', 'medical', 'therapy', 'CABG', 'absence', 'no', 'interaction', 'effect', 'myocardial', 'P', 'over', 'and', 'alone']","['presence', 'plus', 'therapy', 'effect', 'and', 'alone']",1634,"['然而,没有显著的相互作用被观察到在存在或缺乏心脏病的可行性和有益的效果CABG加上医疗治疗在医疗治疗单独(P = 0.34相互作用)之间。']",0.4666666666666667,"['presence', 'plus', 'viability', 'medical', 'therapy', 'CABG', 'absence', 'no', 'interaction', 'effect', 'myocardial', 'P', 'over', 'and', 'alone']","['presence', 'plus', 'therapy', 'absence', 'effect', 'and', 'alone']",1634,然而，在CABG加上药物治疗与仅药物治疗之间并没有观察到心肌可活性的显著相互作用（相互作用P值为0.34）。,0.2666666666666666,"['presence', 'plus', 'viability', 'medical', 'therapy', 'CABG', 'absence', 'no', 'interaction', 'effect', 'myocardial', 'P', 'over', 'and', 'alone']","['plus', 'therapy', 'effect', 'and']",,,,
1648,1635,"an increase in left ventricular ejection fraction was observed only among patients with myocardial viability , irrespective of treatment assignment .",左心室射血分数增加仅在有心肌活力的患者中观察到，与治疗分配无关。,0.2222222222222222,"['viability', 'treatment', 'ventricular', 'myocardial', 'irrespective', 'increase', 'assignment', 'with', 'ejection fraction']","['treatment', 'ejection fraction']",1635,"['左<unk>排泄分裂的增加仅在患有心血管可行性患者中被观察到,无论治疗任务如何。']",0.1111111111111111,"['viability', 'treatment', 'ventricular', 'myocardial', 'irrespective', 'increase', 'assignment', 'with', 'ejection fraction']",['treatment'],1635,在有心肌活力的病人中，不论治疗方案，左心室排出量增加都是观察到的。,0.1111111111111111,"['viability', 'treatment', 'ventricular', 'myocardial', 'irrespective', 'increase', 'assignment', 'with', 'ejection fraction']",['treatment'],,,,
1649,1636,there was no association between changes in left ventricular ejection fraction and subsequent death .,左心室射血分数的变化与随后的死亡之间没有关联。,0.375,"['death', 'association', 'no', 'ventricular', 'subsequent', 'ejection fraction', 'in', 'and']","['death', 'association', 'ejection fraction']",1636,['左腹部排泄分裂和随后的死亡之间没有任何联系。'],0.25,"['death', 'association', 'no', 'ventricular', 'subsequent', 'ejection fraction', 'in', 'and']","['death', 'association']",1636,"There was no association between changes in left ventricular ejection fraction and subsequent death.

Chinese:

左心室射血分数的变化与随后的死亡无关。",0.25,"['death', 'association', 'no', 'ventricular', 'subsequent', 'ejection fraction', 'in', 'and']","['death', 'ejection fraction']",,,,
1650,1637,"ischemic heart disease is the most common and most lethal cause of heart failure.1,2","缺血性心脏病是心力衰竭最常见和最致命的原因。 1,2",0.6,"['lethal', 'ischemic heart disease', 'common', 'cause', 'and']","['lethal', 'ischemic heart disease', 'cause']",1637,['心脏病是最常见和最致命的心脏衰竭的原因。'],0.4,"['lethal', 'ischemic heart disease', 'common', 'cause', 'and']","['lethal', 'cause']",1637,"心肌缺血性心脏病是导致心脏衰竭最常见和最致命的疾病。1,2",0.4,"['lethal', 'ischemic heart disease', 'common', 'cause', 'and']","['lethal', 'ischemic heart disease']",,,,
1651,1638,it is also the only cause of left ventricular dysfunction that is amenable to the benefit of surgical revascularization .,它也是左心室功能障碍的唯一原因，可以通过手术血运重建获益。,0.25,"['dysfunction', 'surgical', 'revascularization', 'cause', 'ventricular', 'benefit', 'that', 'to']","['revascularization', 'cause']",1638,"['它也是左<unk>功能障碍的唯一原因,可益于手术复发。']",0.25,"['dysfunction', 'surgical', 'revascularization', 'cause', 'ventricular', 'benefit', 'that', 'to']","['cause', 'to']",1638,它也是唯一一种可以通过手术血管重建来改善左心室功能障碍的原因。,0.125,"['dysfunction', 'surgical', 'revascularization', 'cause', 'ventricular', 'benefit', 'that', 'to']",['cause'],,,,
1652,1639,"the STICH trial was a prospective , multicenter , randomized , nonblinded trial sponsored by the National Heart , Lung , and Blood Institute ( NHLBI ) of the National Institutes of Health .",STICH 试验是一项前瞻性、多中心、随机、非盲试验，由美国国立卫生研究院下属的国家心肺血液研究所 (NHLBI) 赞助。,0.75,"['heart', 'lung', 'health', 'blood', 'institute', 'trial', 'by', 'and']","['heart', 'lung', 'health', 'blood', 'institute', 'by']",1639,['STICH审查是由国家卫生研究所国家心脏、肺和血液研究所(NHLBI)赞助的可见、多中心、随机、无盲的审查。'],0.75,"['heart', 'lung', 'health', 'blood', 'institute', 'trial', 'by', 'and']","['heart', 'lung', 'health', 'blood', 'institute', 'by']",1639,STICH试验是一项由美国国家心脏、肺脏和血液研究所（NHLBI）赞助的前瞻性、多中心、随机、非盲目的试验。,0.625,"['heart', 'lung', 'health', 'blood', 'institute', 'trial', 'by', 'and']","['heart', 'lung', 'blood', 'institute', 'by']",,,,
1653,1640,"in this trial , 1212 patients with coronary artery disease who had a left ventricular ejection fraction of 35 % or lower were enrolled during the period from 2002 through 2007 .",在这项试验中，2002 年至 2007 年期间纳入了 1212 名左心室射血分数为 35% 或更低的冠状动脉疾病患者。,0.3636363636363636,"['period', 'disease', 'who', 'lower', 'ventricular', 'trial', 'with', 'coronary artery', 'ejection fraction', 'this', 'in']","['period', 'disease', 'coronary artery', 'ejection fraction']",1640,"['在这项研究中,1212名患有冠状动脉疾病的患者在2002年至2007年期间注册了35%或更低的左<unk>排泄分。']",0.2727272727272727,"['period', 'disease', 'who', 'lower', 'ventricular', 'trial', 'with', 'coronary artery', 'ejection fraction', 'this', 'in']","['period', 'disease', 'coronary artery']",1640,在这项试验中，2002年至2007年期间共有1212名冠状动脉疾病患者，左心室射血分数为35%或更低的患者被纳入研究。,0.3636363636363636,"['period', 'disease', 'who', 'lower', 'ventricular', 'trial', 'with', 'coronary artery', 'ejection fraction', 'this', 'in']","['period', 'disease', 'coronary artery', 'ejection fraction']",,,,
1654,1641,the trial was performed to test the hypothesis that CABG in combination with appropriate medical therapy would result in better survival outcomes than appropriate medical therapy alone .,进行该试验是为了验证 CABG 联合适当的药物治疗会比单独使用适当的药物治疗带来更好的生存结果这一假设。,0.5,"['combination', 'hypothesis', 'survival', 'test', 'medical', 'therapy', 'CABG', 'trial', 'result', 'with', 'that', 'to', 'alone', 'appropriate']","['combination', 'hypothesis', 'survival', 'test', 'therapy', 'result', 'alone']",1641,['试验是为了测试假设CABG与适当的医疗治疗将导致比适当的医疗治疗单独更好的生存结果。'],0.4285714285714285,"['combination', 'hypothesis', 'survival', 'test', 'medical', 'therapy', 'CABG', 'trial', 'result', 'with', 'that', 'to', 'alone', 'appropriate']","['hypothesis', 'survival', 'test', 'therapy', 'result', 'alone']",1641,这项试验旨在检验CABG结合适当的医疗治疗会导致比仅用适当的医疗治疗更好的生存结果的假设。,0.4285714285714285,"['combination', 'hypothesis', 'survival', 'test', 'medical', 'therapy', 'CABG', 'trial', 'result', 'with', 'that', 'to', 'alone', 'appropriate']","['combination', 'hypothesis', 'survival', 'test', 'therapy', 'result']",,,,
1655,1642,"a complete list of inclusion and exclusion criteria is provided in Table S1 in the Supplementary Appendix , available with the full text of this article at NEJM.org .",补充附录表 S1 中提供了纳入和排除标准的完整列表，补充附录与本文全文可在 NEJM.org 获取。,0.125,"['appendix', 'table', 'inclusion', 'article', 'supplementary', 'exclusion', 'complete', 'available', 'text', 'list', 'with', 'at', 'full', 'S1', 'this', 'and']","['table', 'full']",1642,"['包含和排除标准的完整列表在附件中的表 S1,可在NEJM.org上找到本文的完整文本。']",0.25,"['appendix', 'table', 'inclusion', 'article', 'supplementary', 'exclusion', 'complete', 'available', 'text', 'list', 'with', 'at', 'full', 'S1', 'this', 'and']","['appendix', 'table', 'inclusion', 'full']",1642,在本文的补充附件中提供了包括和排除标准的完整列表，这些标准可在 NEJM.org 上找到。,0.1875,"['appendix', 'table', 'inclusion', 'article', 'supplementary', 'exclusion', 'complete', 'available', 'text', 'list', 'with', 'at', 'full', 'S1', 'this', 'and']","['appendix', 'table', 'full']",,,,
1656,1643,"the NHLBI and the ethics committee at each participating center approved the trial protocol , available at NEJM.org .",NHLBI 和每个参与中心的伦理委员会批准了试验方案，可在 NEJM.org 获取。,0.3333333333333333,"['center', 'protocol', 'ethics', 'available', 'committee', 'trial', 'at', 'each', 'and']","['center', 'protocol', 'committee']",1643,"['NHLBI 和各参与中心的伦理委员会批准了审判协议,可在 NEJM.org 上找到。']",0.5555555555555556,"['center', 'protocol', 'ethics', 'available', 'committee', 'trial', 'at', 'each', 'and']","['center', 'protocol', 'committee', 'trial', 'each']",1643,NHLBI和每个参与中心的道德委员会均批准了试验方案，可在NEJM.org上查看。,0.3333333333333333,"['center', 'protocol', 'ethics', 'available', 'committee', 'trial', 'at', 'each', 'and']","['center', 'protocol', 'committee']",,,,
1657,1644,"the design of the STICH trial and the results of the analysis of the primary hypothesis have been reported previously.3,4,13","STICH 试验的设计和主要假设的分析结果之前已有报道。 3,4,13",0.5714285714285714,"['analysis', 'hypothesis', 'primary', 'trial', 'design', 'have', 'and']","['analysis', 'hypothesis', 'design', 'have']",1644,['STICH试验的设计和初始假设的分析结果已提前报告。'],0.4285714285714285,"['analysis', 'hypothesis', 'primary', 'trial', 'design', 'have', 'and']","['analysis', 'hypothesis', 'design']",1644,"此前已经报告过STICH试验的设计和主要假设结果分析。3,4,13",0.4285714285714285,"['analysis', 'hypothesis', 'primary', 'trial', 'design', 'have', 'and']","['analysis', 'hypothesis', 'design']",,,,
1658,1645,"although tests to assess myocardial viability were initially mandated as part of the STICH protocol , this requirement was discontinued because of difficulties in patient enrollment .",尽管评估心肌活力的测试最初是作为 STICH 协议的一部分强制执行的，但由于患者招募困难，这一要求已被中止。,0.625,"['part', 'requirement', 'protocol', 'viability', 'in patient', 'myocardial', 'assess', 'this']","['part', 'requirement', 'protocol', 'assess', 'this']",1645,"['雖然考試以評估心血管可行性最初被委託作為STICH議定書的一部分,但這項要求因病人登記的困難而被中止。']",0.25,"['part', 'requirement', 'protocol', 'viability', 'in patient', 'myocardial', 'assess', 'this']","['part', 'requirement']",1645,虽然最初的STICH协议要求进行心肌活性测试，但由于患者入组困难而取消了这一要求。,0.25,"['part', 'requirement', 'protocol', 'viability', 'in patient', 'myocardial', 'assess', 'this']","['requirement', 'protocol']",,,,
1659,1646,"hence , only a proportion of patients enrolled in the STICH trial were included in the myocardial viability substudy .",因此，只有一部分参加 STICH 试验的患者被纳入心肌存活子研究。,0.2,"['proportion', 'viability', 'trial', 'myocardial', 'in']",['proportion'],1646,"['因此,只有百分之百的病人被列入STICH试验被列入心血管可行性研究。']",0.0,"['proportion', 'viability', 'trial', 'myocardial', 'in']",[],1646,因此，只有少数患者参加了 STICH 试验，并只有少数患者参加了心肌活力子研究。,0.0,"['proportion', 'viability', 'trial', 'myocardial', 'in']",[],,,,
1660,1647,the current study was designed by the first author and was approved by the policy and publications committee of the STICH trial .,本研究由第一作者设计，并获得 STICH 试验政策和出版委员会的批准。,0.375,"['author', 'study', 'committee', 'trial', 'current', 'by', 'and', 'first']","['committee', 'by', 'first']",1647,"['目前的研究是由第一位作者设计的,由STICH审判的政策和出版委员会批准。']",0.5,"['author', 'study', 'committee', 'trial', 'current', 'by', 'and', 'first']","['committee', 'trial', 'by', 'first']",1647,本研究由第一作者设计，经STICH试验政策与出版委员会批准。,0.375,"['author', 'study', 'committee', 'trial', 'current', 'by', 'and', 'first']","['committee', 'by', 'first']",,,,
1661,1648,the clinical and outcomes data were collected by personnel at the participating sites and were sent directly to the data coordinating center at the Duke Clinical Research Institute .,临床和结果数据由参与地点的人员收集，并直接发送到杜克临床研究所的数据协调中心。,0.7777777777777778,"['center', 'research', 'data', 'clinical', 'institute', 'personnel', 'by', 'to', 'and']","['center', 'research', 'data', 'clinical', 'institute', 'personnel', 'by']",1648,"['临床和结果数据由参与场所的员工收集,并直接发送到杜克临床研究所的数据协调中心。']",0.6666666666666666,"['center', 'research', 'data', 'clinical', 'institute', 'personnel', 'by', 'to', 'and']","['center', 'research', 'data', 'clinical', 'institute', 'by']",1648,研究临床和结果数据由参与研究的地方的人员收集，并直接发送给数据协调中心杜克临床研究所。,0.7777777777777778,"['center', 'research', 'data', 'clinical', 'institute', 'personnel', 'by', 'to', 'and']","['center', 'research', 'data', 'clinical', 'institute', 'personnel', 'by']",,,,
1662,1649,"the images obtained for myocardial viability and other noninvasive studies were sent from the participating sites to the respective independent core laboratories , where they were evaluated ; the resultant data were then sent to the data coordinating center .",为心肌活力和其他非侵入性研究获得的图像从参与地点发送到各自的独立核心实验室，在那里进行评估；然后将生成的数据发送到数据协调中心。,0.3,"['center', 'core', 'data', 'viability', 'independent', 'myocardial', 'resultant', 'to', 'and', 'noninvasive']","['center', 'core', 'data']",1649,"['为了心血管可行性和其他非侵略性研究而获得的图像,从参与场所发送到各自的核心实验室,在那里它们被评估;结果的数据随后发送到数据协调中心。']",0.5,"['center', 'core', 'data', 'viability', 'independent', 'myocardial', 'resultant', 'to', 'and', 'noninvasive']","['center', 'core', 'data', 'resultant', 'and']",1649,我的心肌活力和其他非侵入性研究的图像已经从参与网站发送到各自的独立核心实验室，在那里进行了评估；然后，结果数据被发送到数据协调中心。,0.4,"['center', 'core', 'data', 'viability', 'independent', 'myocardial', 'resultant', 'to', 'and', 'noninvasive']","['center', 'core', 'data', 'resultant']",,,,
1663,1650,"the data coordinating center stored the data , and the statisticians at the Duke Clinical Research Institute ( the second and third authors ) wrote the statistical analysis plan and conducted the data analyses .",数据协调中心存储数据，杜克临床研究所的统计学家（第二和第三作者）编写统计分析计划并进行数据分析。,0.7777777777777778,"['center', 'research', 'data', 'clinical', 'institute', 'statistical analysis', 'second', 'and', 'third']","['center', 'research', 'data', 'clinical', 'institute', 'statistical analysis', 'third']",1650,"['数据协调中心存储了数据,杜克临床研究所的统计学家(第二和第三作者)写了统计分析计划,并进行了数据分析。']",0.7777777777777778,"['center', 'research', 'data', 'clinical', 'institute', 'statistical analysis', 'second', 'and', 'third']","['center', 'research', 'data', 'clinical', 'institute', 'statistical analysis', 'third']",1650,数据协调中心储存了数据，杜克临床研究所的统计学家（第二和第三位作者）制定了统计分析计划并进行了数据分析。,0.7777777777777778,"['center', 'research', 'data', 'clinical', 'institute', 'statistical analysis', 'second', 'and', 'third']","['center', 'research', 'data', 'clinical', 'institute', 'statistical analysis', 'third']",,,,
1664,1651,all the authors vouch for the accuracy and completeness of the data and for the fidelity of the study to the protocol .,所有作者保证数据的准确性和完整性以及研究对方案的忠实度。,0.375,"['fidelity', 'data', 'accuracy', 'protocol', 'study', 'completeness', 'all', 'and']","['data', 'accuracy', 'completeness']",1651,"['所有作者都赞扬数据的准确性和完整性,以及研究对议定书的忠诚性。']",0.5,"['fidelity', 'data', 'accuracy', 'protocol', 'study', 'completeness', 'all', 'and']","['data', 'accuracy', 'protocol', 'completeness']",1651,所有作者都能够保证数据的准确性和完整性，并且能够保证研究与方案的一致性。,0.375,"['fidelity', 'data', 'accuracy', 'protocol', 'study', 'completeness', 'all', 'and']","['data', 'accuracy', 'completeness']",,,,
1665,1652,"the first draft of the manuscript was written by the first author , and all the authors reviewed and revised subsequent drafts .",手稿的初稿由第一作者撰写，所有作者审阅并修改了后续草稿。,0.375,"['author', 'manuscript', 'subsequent', 'all', 'by', 'and', 'first', 'draft']","['manuscript', 'by', 'first']",1652,"['手稿的第一张草案是由第一位作者撰写的,所有作者都审查并审查了随后的草案。']",0.375,"['author', 'manuscript', 'subsequent', 'all', 'by', 'and', 'first', 'draft']","['manuscript', 'by', 'first']",1652,第一稿由第一作者撰写，所有作者审阅并修订了随后的草稿。,0.25,"['author', 'manuscript', 'subsequent', 'all', 'by', 'and', 'first', 'draft']","['by', 'first']",,,,
1666,1653,the manuscript was reviewed and approved for submission by the policy and publications committee of the STICH trial and by the NHLBI .,STICH 试验的政策和出版委员会以及 NHLBI 审查并批准了手稿提交。,0.5,"['manuscript', 'committee', 'trial', 'submission', 'by', 'and']","['manuscript', 'committee', 'by']",1653,['手稿已被STICH审判的政策和出版委员会和NHLBI审查和批准提交。'],0.5,"['manuscript', 'committee', 'trial', 'submission', 'by', 'and']","['manuscript', 'committee', 'trial']",1653,这份手稿经过STICH试验的政策和出版委员会审查并获得提交批准，并经过NHLBI审核。,0.3333333333333333,"['manuscript', 'committee', 'trial', 'submission', 'by', 'and']","['manuscript', 'committee']",,,,
1667,1654,assessment OF MYOCARDIAL VIABILITY,心肌活力评估,1.0,['assessment'],['assessment'],1654,['心血管生存率评估'],1.0,['assessment'],['assessment'],1654,评估我心肌的活力,1.0,['assessment'],['assessment'],,,,
1668,1655,data collection for and analysis of the SPECT and dobutamine echocardiographic studies were coordinated at independent core laboratories that were funded by the NHLBI ; investigators at each laboratory were unaware of the treatment assignments and the individual characteristics of the patients .,SPECT 和多巴酚丁胺超声心动图研究的数据收集和分析在 NHLBI 资助的独立核心实验室进行协调；每个实验室的研究人员都不知道治疗分配和患者的个体特征。,0.6,"['SPECT', 'core', 'analysis', 'individual', 'treatment', 'characteristics', 'laboratory', 'independent', 'unaware', 'data collection', 'that', 'each', 'by', 'and', 'echocardiographic']","['SPECT', 'core', 'analysis', 'individual', 'treatment', 'characteristics', 'laboratory', 'data collection', 'echocardiographic']",1655,"['对SPECT和Dubutamine的数据收集和分析,在由NHLBI资助的独立核心实验室进行了协调;每个实验室的研究人员都不知道治疗任务和患者的个性特征。']",0.5333333333333333,"['SPECT', 'core', 'analysis', 'individual', 'treatment', 'characteristics', 'laboratory', 'independent', 'unaware', 'data collection', 'that', 'each', 'by', 'and', 'echocardiographic']","['SPECT', 'core', 'analysis', 'treatment', 'characteristics', 'laboratory', 'data collection', 'by']",1655,数据收集和SPECT和Dobutamine超声心动图研究的分析由NHLBI资助的独立核心实验室协调进行；每个实验室的研究人员都不知道治疗分配和患者的个人特征。,0.6666666666666666,"['SPECT', 'core', 'analysis', 'individual', 'treatment', 'characteristics', 'laboratory', 'independent', 'unaware', 'data collection', 'that', 'each', 'by', 'and', 'echocardiographic']","['SPECT', 'core', 'analysis', 'individual', 'treatment', 'characteristics', 'laboratory', 'data collection', 'by', 'echocardiographic']",,,,
1669,1656,"details of the imaging protocols used to identify and quantify viable myocardium have been published previously.5,14","用于识别和量化活心肌的成像协议的详细信息之前已发表。 5,14",0.4285714285714285,"['viable', 'myocardium', 'identify', 'imaging', 'have', 'to', 'and']","['myocardium', 'identify', 'to']",1656,['图像协议的详细信息用于识别和量化可行的心血管已经公布。'],0.2857142857142857,"['viable', 'myocardium', 'identify', 'imaging', 'have', 'to', 'and']","['identify', 'to']",1656,"以前已经发布了关于如何确定和量化可生存心肌的成像协议的细节。5,14",0.2857142857142857,"['viable', 'myocardium', 'identify', 'imaging', 'have', 'to', 'and']","['myocardium', 'to']",,,,
1670,1657,"in brief , thresholds of the extent of viable myocardium were prespecified to classify patients in a binary fashion as either having or not having substantial myocardial viability .",简而言之，存活心肌范围的阈值被预先指定，以二元方式将患者分类为具有或不具有实质性心肌存活。,0.2222222222222222,"['viable', 'myocardium', 'binary', 'viability', 'myocardial', 'extent', 'as', 'to', 'substantial']","['viable', 'myocardium']",1657,"['简而言之,可行的心脏病的范围的边界被预定为将病人以二进制方式分类为有或没有显著的心脏病的可行性。']",0.0,"['viable', 'myocardium', 'binary', 'viability', 'myocardial', 'extent', 'as', 'to', 'substantial']",[],1657,简言之，可生存心肌的阈值事先是给定的，以二元方式将患者分为具备或不具备大量可生存心肌的。,0.2222222222222222,"['viable', 'myocardium', 'binary', 'viability', 'myocardial', 'extent', 'as', 'to', 'substantial']","['myocardium', 'myocardial']",,,,
1671,1658,"for SPECT , patients with viability were defined as those with 11 or more viable segments on the basis of relative tracer activity .",对于 SPECT，具有存活性的患者被定义为根据相对示踪剂活性具有 11 个或更多存活节段的患者。,0.3,"['SPECT', 'viable', 'defined', 'activity', 'viability', 'basis', 'tracer', 'relative', 'with', 'on']","['SPECT', 'viable', 'activity']",1658,"['对于SPECT,可行性患者被定义为基于相对跟踪活动的11个或多个可行性分区的患者。']",0.2,"['SPECT', 'viable', 'defined', 'activity', 'viability', 'basis', 'tracer', 'relative', 'with', 'on']","['SPECT', 'activity']",1658,对于SPECT，活力患者的定义是相对放射性活性物质的11个或更多可活力段。,0.2,"['SPECT', 'viable', 'defined', 'activity', 'viability', 'basis', 'tracer', 'relative', 'with', 'on']","['SPECT', 'activity']",,,,
1672,1659,"for dobutamine echocardiography , patients with viability were defined as those with 5 or more segments with abnormal resting systolic function but manifesting contractile reserve during dobutamine administration .",对于多巴酚丁胺超声心动图，有活力的患者被定义为具有 5 个或更多节段且静息收缩功能异常但在多巴酚丁胺给药期间表现出收缩储备的患者。,0.3846153846153846,"['5', 'defined', 'reserve', 'administration', 'function', 'viability', 'abnormal', 'systolic', 'as', 'with', 'but', 'echocardiography', 'contractile']","['5', 'reserve', 'function', 'abnormal', 'but']",1659,"['对于Dubutamine echocardiography,可行性患者被定义为具有5个或多个分区的患者,在Dubutamine服用期间表现出异常的休息系统功能,但在服用期间表现出合并性储备。']",0.3846153846153846,"['5', 'defined', 'reserve', 'administration', 'function', 'viability', 'abnormal', 'systolic', 'as', 'with', 'but', 'echocardiography', 'contractile']","['5', 'reserve', 'function', 'abnormal', 'but']",1659,对于多巴胺超声心动图，被定义为具有5个或5个以上异常静搏功能的患者，但在多巴胺给药期间表现出收缩备用。,0.3076923076923077,"['5', 'defined', 'reserve', 'administration', 'function', 'viability', 'abnormal', 'systolic', 'as', 'with', 'but', 'echocardiography', 'contractile']","['5', 'function', 'abnormal', 'but']",,,,
